start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,texto,hashtag,genera,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,CONSENTIMIENTO,_id,_uuid,_submission_time,_validation_status,_index
2020-06-18T14:46:17.292-05:00,2020-06-18T14:52:02.509-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,FUNDACIÓN MADRID CAMPESTRE,"Actualmente me encuentro en un disyuntiva profesional, porque amo mi labor como agente psicosocial, sin embargo estoy sintiendo que me encuentro con mucha carga laboral, donde mi profesional lider coordinador no realiza su labor de guía y orientación y debido a esto, hoy me hiicerón un requerimiento desde interventoría que me tiene muy dolida e intranquila",Crónica de un desgaste anunciado,Impotencia ,De vez en cuando,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Sostenibilidad. Resolución de problemas. Manejo de la Información y Comunicación.,1,1,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105339795,ee762ab5-7657-4bd9-ae1d-89e6ee522ab7,2020-06-18T19:52:04,,11
2020-06-17T20:59:49.119-05:00,2020-06-17T21:11:27.610-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Pastoral Social Caritas Arquidiocesana Medellín,"Todo solia transcurrir de acuerdo a las rutinas del dia a dia, de lunes a viernes iniciaban las mañanas tipo 7 en el centro infantil y culimaban a las 5 aproximadamente, eran dias llenos de aventuras, risas, desafios, retos y sobre todo llenos de alegría, asi transcurrieron 2 meses, un domingo inesperado tras prepararme emocional y físicamente para iniciar mi semana, todo entro en pausa, de repente acabo el afán, todo se hizo mas lento, entramos como sociedad en unas nuevas rutinas alejados y con temor del projimo, no hubo tiempo para meditarlo y prepararnos, lo que me lleva a concluir que tan efimera y sencilla puede ser nuestra vida, unas simples particulas paralizaron un mundo lleno de actividad",#nuevas realidades,Motivación,Única vez,La forma como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,Otro,Todas las anteriores,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Resolución de problemas.,0,0,0,1,0,0,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,105154841,c5f1ba31-e607-475c-af03-bdc821bb76e7,2020-06-18T02:11:29,,12
2020-06-17T21:04:42.495-05:00,2020-06-17T21:19:10.335-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CDI Dulce Despertar,"En estos momnetos tan dificiles  tanto.para las familias como para nosotras, surgió la estrategia el.personaje de la semana donde cada familia cada semana es el.personaje principal, donde en el.grupo de what ellos les contarán a las otras familias  que hacían en su diario vivir,  les recomendará a todos los padres de familia una receta donde los todas las familias pueden ir tomando las recetas  que les gusten para que así su vida de esta cuarentena  sea más divertida para ellos y asi aprender de cada familia",Recetas en familia,Motivación,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. La documentación de las experiencias realizadas en el centro infantil.,1,1,1,1,1,0,1,0,1,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades manuales: tejer, sembrar, cocinar.",0,1,0,1,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de herramientas tecnológicas. Creatividad e Innovación. Vida y Carrera.,1,0,0,1,1,0,1,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105155273,58c7d029-bc23-4b88-a919-12eacdfc17fc,2020-06-18T02:17:29,,13
2020-06-17T21:22:51.679-05:00,2020-06-17T21:31:54.003-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Centro Infantil La Libertad,"Esta es la historia de un niño de 3 años que vivía con su madre y padre, ellos tenian dificultades por el temperamento del padre, a quien se le dificultaba controlar sus emociones de enojo, por lo que la madre se va a vivir con el niño a casa de su hermana  donde tambien viven sus primas, sin embargo el niño sufre otra perdida, pues su tia y sus primas se van a vivir a México, por lo que se queda en Colombia solo en casa con su madre, ambos sufren esa tansición con llanato y cambios en su estado de animo, yo como agente educativa le realizo acompañamiento, con conversatorios, lectura de cuentos, videos y audios, construcción de manualidades que le ayuden a enfocar sus emociones, auqnue el es consciente de sus propias emociones en casa trata de tirar las cosas al piso y ha tratado de pegarle a su madre, lo que meparece grave y por ello se realiza remisión a la psicologa y se mantiene el acompañamiento y seguimiento.",Un niño y su mundo girando,Motivación,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105156316,4f540eab-046d-48fd-bedd-668eb1bc998e,2020-06-18T02:31:55,,14
2020-06-17T21:30:19.297-05:00,2020-06-17T21:37:27.544-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Fundación lazos educativos,"Me ha parecido muy significativo el acercamiento que he tenido con las familias, nos hemos vuelto su mano derecha a la que le cuentan sus dificultades, sus necesidades, problemas familiares, buscando  una mano amiga que los aconseje y le brinde ayuda.",#unnuevovínculo,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,0,0,1,0,1,1,1,1,0,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,0,1,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,,105156661,82ab1cb1-9e94-42be-b5d5-2e6962cfa5f9,2020-06-18T02:37:30,,15
2020-06-17T21:44:16.171-05:00,2020-06-17T21:48:21.954-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,"CDI dulce despertar, fundación  golondrinas","La vinculación a la familias de manera virtual ha sido muy significativa todas las estrategias me han funcionado muy bien y me siento muy acogida, es importante que tengo una buena relación con todas las familias y ellos me ven como una persona en quien pueden confiar",#familias,Orgullo,Todo el tiempo,La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil.,0,1,1,0,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,0,1,1,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105157353,ff4b4eb1-a644-4ff3-8b8a-5a15a392c6e8,2020-06-18T02:48:18,,16
2020-06-17T21:23:26.898-05:00,2020-06-17T22:00:00.067-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Colegio San Juan Eudes,"Como agente educativa siempre en nuestro que hacer tenemos situaciones significativas que nos marcan en ocasiones de forma positiva como fue mi caso al enfrentarme con un gran reto como lo fue tener como parte de mi grupo de 25 niños y niñas una niña con síndrome de Down , la cual conocía desde el año anterior y sabia por mi compañera de trabajo lo difícil que era trabajar con ella , para mi fue una experiencia nueva la cual acepte con algo de miedo y expectativa de lo que debía hacer para lograr avances en la niña , me toco investigar cómo actuar con ella y que actividades eran las apropiadas para su desarrollo y aprendizaje , era una niña muy llevada de su parecer a quien le gustaba estar sola y se le hacía difícil interactuar con sus pares los cuales la trataban con respeto y cariño, ese  fue mi primer reto lograr la interacción y socialización con el otro lo cual gracias a las diferentes actividades se logro de igual forma se logro que comiera de forma autónoma ya que no lo hacia . Fue muy significativo para mi ya que la niña al terminar el año era una niña a la cual ya le encantaba estar con sus pares y compartir , parte fundamental del desarrollo en la etapa inicial .o agente educativo se viven muchas historias significativas a lo largo de nuestro paso por el centro infantil,el año pasado tuve la gran responsabilidad tener en mi grupo una niña con sindro",QUERER ES PODER.,Motivación,Todo el tiempo,Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores.,0,0,0,1,1,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Potenciar el desarrollo de los niños y las niñas.,,105158306,687bf01e-54ff-4fdc-a185-911aa05a1c6d,2020-06-18T03:00:44,,17
2020-06-17T21:35:31.592-05:00,2020-06-17T22:09:30.056-05:00,2020-06-16,Sí,1968-09-02,Antioquia,,Lía Nathallie Giraldo Arboleda,"cada día, cuando abro mis ojos, vienen a mi mente todas esa risas y voces chiquitas que regocijan mi alma en las mañanas, al atravesar el umbral de la puerta, como una alarma dentro de mi corazòn, persuadiendome de que ya es la hora y que aunque ahora no pueda abrazarles para consolar su angustia porque mama se ha ido, ni secar sus lagrimas para cambiarlas por una sonrisa iluminada de colores, ni sentir su corazon y el mio tan cerca para retomar la fuerza suficiente y continuar,aunque hoy no pueda tomar su manita para guiarles, ni entregarles mi mirada para hacerles sentir seguro, ni levantarles cuando han tropezado para sanar su dolor con una palabra dulce, ni adularles por las maravillas que han logrado. Se que debo estar ahi, al otro lado esperandoles, para sembrar desde la distancia, porque solo ellos y ellas entregan con gratitud, solo ellos y ellas saben amar sin condiciòn y con amor del bueno.  Debo estar al otro lado porque conservo la esperanza de volver pronto a nuestro lugar, aquel lugar donde puedo atar moños y amarrar cordones  de zapatos para recibir a cambio un te quiero salido de un corazon transparente. Ese lugar donde me siento el ser mas importante del universo porque hallo la aprovaciòn con mil sonrisas que son felices junto a mi. NIÑOS, NIÑAS, acà estoy. AL OTRO LADO. Dile a papa y a mama que aun nos necesitamos, que nos permitan continuar este camino para que con la distancia no se pierda. RECUERDEN SIEMPRE, ESTOY AQUÌ, AL OTRO LADO.",AL OTRO LADO.,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Niños/niñas,"ellos, e",Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105158968,35fb54d0-4730-4b5f-af41-41c698ccaf14,2020-06-18T03:09:32,,18
2020-06-17T22:42:52.066-05:00,2020-06-17T22:50:32.831-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Jardín salas cunas gota de leche Medellín,"Al iniciar el aislamiento obligatorio como agente educativa me sentí abrumada y confundida al no saber cómo trabajar de manera virtual, tenía no saber llegar a los niños, niñas y sus familias. Poco a poco con ayuda de compañeras, superiores y por supuesto de las familias todos nos fuimos adaptando a esta nueva forma de trabajar, de enseñar y de aprender, resaltando cada vez más la importancia del contacto físico de la interacción y el juego, valorando aquellos momentos que eran simples y cotidianos en el jardín infantil, ahora puedo decir que he logrado cumplir con los objetivos de la educación a distancia, no obstante deseo con ansias volver a las salada de desarrollo",#aprenderencuarentena,Motivación,Única vez,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,1,1,1,0,1,1,1,1,1,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Vida y Carrera.,1,0,0,1,1,1,0,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105161765,c0d02e51-9bae-4d7c-a2c9-ea97b66d612d,2020-06-18T03:50:33,,19
2020-06-17T22:36:12.157-05:00,2020-06-17T23:00:59.184-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,Fundación Almalegre,"""La profe María:"" En un centro infantil participaba una profe llamada María, quien compartía con unos maravillosos niños y niñas, quienes al explorar y compartir aprendían y se divertían, pero un día invadió un virus, el cual generó pánico y miedo, ya que restringía contacto físico, entonces cada uno se tenía que ir a casa, separarse de sus amigos y profe. Todo ello fué generando tristeza por la ausencia del encuentro en el maravilloso lugar. Hasta que surgió una idea de emplear la tecnología para poder reunirse de nuevo de manera virtual para compartir con los demás amigos y profe su maravilloso hogar y todo lo que hacía allí con quienes le acompañaban a diario, exacto, la familia, quien a su vez logró estrechar vínculos y afectos, también permitiendo que la profe tuviera más diálogo permanente y vivir nuevas aventuras desde diferentes lugares. Es así como al ahondar el objetivo del virus era cambiar un poco el ritmo de nuestra vida, apreciar y conocer a  quienes nos rodean, llevándonos al vivir al máximo el día a día. Esta historia continuará...",#La profe María,Motivación,Única vez,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil.,1,1,1,0,1,1,1,1,1,0,Otro,"Niños, familias, agentes educativos",Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,0,1,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,1,1,1,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105162619,cea1cd06-36ef-4803-8284-5cb2ff31bbf1,2020-06-18T04:00:59,,20
2020-06-18T14:46:13.638-05:00,2020-06-18T14:51:04.030-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CDI Dulce despertar,"Durante este aislamiento preventivo al comienzo fue un poco dificil la vinculacion las familia, pero luego de buscar diferentes estrategias y empezar  a buscar la manera adeucada de llegar a cada familia, todo empezo a mejorar y ellos tambien se dieron cuenta de mi motivacion y ganas de tener una buena relacion ellos, al momento las cosas han mejorado mucho y ahora tenemos un muy buen contacto lo que es muy importante para garantizar el desarrollo integral de los niños  y niñas",#familias,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar.",0,1,1,1,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,0,1,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,,105339730,ba4f3bf2-8503-4ef2-9362-ae133084f015,2020-06-18T19:51:06,,21
2020-06-18T14:47:48.864-05:00,2020-06-18T14:50:46.731-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Corporación Escuela Empresarial de Educación,Durante este tiempo de aislamiento las familias han Sido muy proactivas para cumplir con las experiencias compartidas en el día a día.,Trabajo en equipo en tiempo de pandemia,Alegría,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105339711,fb96c49d-02ca-4b03-9b82-3a8a9027a790,2020-06-18T19:50:48,,22
2020-06-17T23:15:33.861-05:00,2020-06-17T23:28:10.329-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CENTRO INFANTIL SOL SOLECITO,una de las historias vividas en el centro infantil es ver 3 hermanos que en la hora del almuerzo apenas ellos terminaban se hiban para donde los compañeros a preguntarles que si no querian mas y apenas les decian que no ellos cogian el plato y se lo repartian con sus hermanos cuando les pregunte por que hacian eso decian que en su casa no habia comida,los tres hermanitos,Tristeza,Todo el tiempo,Los momentos de alimentación de las niñas y los niños.,0,0,0,1,0,0,0,0,0,0,Niños/niñas,ninguno,Fui muy honesto y conté lo que me pasó,Ninguna de las anteriores,0,0,0,0,0,1,Resolución de problemas.,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105165470,f4a83b56-0b34-47f8-954a-dcb17a7768ba,2020-06-18T04:28:11,,23
2020-06-18T14:46:13.779-05:00,2020-06-18T14:49:23.939-05:00,2020-06-17,Sí,2020-06-18,Bogotá,,SANTA LUCIA IED CAFAM,Ver culminar los logros de los estudiantes,#Feliz por tí,Alegría,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,0,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Vida y Carrera.,1,0,0,0,0,0,0,1,Potenciar el desarrollo de los niños y las niñas.,,105339600,acfd3ba3-2f69-427c-ae9b-8376a1fbd191,2020-06-18T19:49:26,,24
2020-06-18T14:30:08.834-05:00,2020-06-18T14:43:32.843-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CDI Don Bosco,"los retos y actividades que se les han propuestos a las familias han sido de mucho interes y motivacion para ellos, una de las familias que participa siempre de manera activa y muy felices realizaron la narracion de uno de los cuentos llamado ""el erizo"" , la madre decidio hacerlo de manera muy creativa y quiso que todos se disfrazarn de alguno de los personajes del cuento, ella era el erizo, la niña era un conejo, los abuelos eran el castor y el tigre y su otra hija era quien narraba el cuento, al momento de ver las evidencias me llene de mucha felicidad, me motive a seguir con mi trabajo y le agradeci a la mamá por el compromiso y el aporte tan significativo que realizo. a parte de ello le reconoci que estaba haciendo una linda labor con sus hijas.",#cuentoelerizoenfamilia,Motivación,Única vez,La vinculación de las familias a las propuestas del centro infantil. La calidad de las interacciones entre los actores.,0,0,1,0,0,0,1,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105339578,4dba91ac-d3ef-4508-b268-17401014db02,2020-06-18T19:48:55,,25
2020-06-18T09:29:26.654-05:00,2020-06-18T09:41:54.842-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Centro Infantil Hogares Bambi,"Y llegué a este particular lugar, despojada de mis anteriores seguridades de maestra importante y reconocida, y me instalé con humildad en un nuevo mundo en el que ya no era más que un ser humano sumando a las lógicas de una organización pequeña sin muchas distinciones, ni protocolos. y al llegar conocí con amor aquel mundo en el que el valor estaba en ser útil y no en ser importante y me sentí parte y dejé de pensar en lo inútil y me centré en pensamientos de verdad importantes. La agentes educativas me miraban con desconfianza, como se mira a quienes no conocemos. Por eso mi meta fue clara, construir puentes en vez de muros y caminos en lugar de murallas, y me hice parte y sentí que eramos iguales y eso me hizo feliz. Han transcurrido casi 6 meses desde que llegúe y al mirar atrás solo puedo sentir gratitud con la vida, con el universo y con Dios por los regalos que me han obsequiado...Soy maestra, amo serlo y lo seré hasta el final de los días. pues ese es el propósito con el que vine al mundo¡¡¡","""Pedacito de cielo""",Alegría,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,1,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar.",0,1,1,1,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de la Información y Comunicación. Creatividad e Innovación. Vida y Carrera.,1,0,1,1,0,1,1,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105286222,52f237ce-4cf5-444e-87ee-f3282cbc1eda,2020-06-18T14:41:54,,26
2020-06-18T09:36:14.819-05:00,2020-06-18T09:48:59.512-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Diana Marcela Zapata Cano,"En vista de la tendencia hacia la homogenización y estandarización del mundo debido a la globalización a la situacion que se esta vienvendo con la pandemía el significado de la diversidad recibió un mayor énfasis durante la última década, buscando la preservación y promoción de la identidad cultural. Este desarrollo encuentra una clara expresión de buscar nuevas formas de comunicación y aprendizaje, como agente educativo visualizar mas allá y tener en cuantas las necesidades desde las dinamicas familiares y como llevarlas a una motivación constante para el acompañamiento en casa, ese es uno de mis retos, que las familias den respuestas positivas frente al proceso pedagogíco que se lleva desde la virtualidad.",#Coresponsabilidad,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas.,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105287469,1fdbccd1-012a-49ef-94c9-81fc86b0a2b1,2020-06-18T14:48:58,,27
2020-06-18T10:09:05.663-05:00,2020-06-18T10:31:46.616-05:00,2020-06-17,Sí,2020-06-18,Bogotá,,Colegio Bellavista I.E.D.,"El establecer nuevos parámetros de trabajo frente a la situación actual que estamos viviendo y el como reinventar, ajustar, diseñar y aprender nuevas estrategias de enseñanza de aprendizaje para de esta forma lograr un mayor acercamiento a los contextos en los cuales se encuentran actualmente nuestros niños, niñas y adolescentes a través de aprendizajes significativos y de ambientes agradables y seguros para ellos.",Es el momento para....,Motivación,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,1,1,1,0,1,1,1,1,1,1,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo. Manejo de herramientas tecnológicas. Creatividad e Innovación.,1,0,0,0,1,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105296600,426da948-8f14-4006-be64-be3e314cb2fd,2020-06-18T15:31:40,,28
2020-06-18T10:09:45.598-05:00,2020-06-18T10:38:54.281-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Fundación Universitaria Autónoma de las Américas,"Valoro y agradezco la oportunidad que tengo de acompañar a los niños, a las niñas y a sus familias, donde recíprocamente se disfruta con la proyección y realización de las experiencias en casa, donde cada evidencia fotográfica recibida de los niños y las niñas me emociona y me llena de orgullo, porque su compromiso y entrega refleja su dedicación con este proceso tan nuevo y exigente, pero tan lleno de oportunidades para poner en práctica la resiliencia ante los cambios.",#nuestra casa escenario de aprendizaje,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores.,0,0,1,0,1,0,1,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Pensamiento Crítico. Creatividad e Innovación. Vida y Carrera.,0,0,1,0,0,0,1,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105297809,1b3bc04d-47ea-4d36-8e94-ac1028a652cc,2020-06-18T15:38:56,,29
2020-06-18T10:50:07.000-05:00,2020-06-18T10:54:35.016-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Corporación Escuela Empresarial de Educación,"Durante este tiempo de pandemia me he sentido segura para aceptar cada uno de los cambios que nos plantean para continuar fortaleciendo los aprendizajes de los niños y niñas, donde hoy por hoy me siento feliz y orgullosa de la respuesta proactiva que me han dado las familias para cumplir con cada reto propuesto.",Orgullo en tiempos de pandemia,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105300719,9f6a0c18-ce3a-424b-8c43-14f3764e465e,2020-06-18T15:54:37,,30
