start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,texto,hashtag,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,_id,_uuid,_submission_time,_validation_status,_index
2020-06-17T10:35:31.974-05:00,2020-06-17T10:51:51.274-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Mi llegada al centro infantil este año en el picacho, me tenía un poco inquieta, cambio de compañeras y de espacio, ya estando ahí sentí una energía muy linda, el equipo de trabajo. Llegó el momento de la llegada de los niños y en la primer semana todo lo vi muy bien, ya empezaba a crearse lazos de afectos entre ellos y yo, conociendo mas de cada uno de su entorno, me encontré una niña con una discapacidad física, en su mano derecha que para los demás niños era novedosa, me tome el tiempo y espacio y en una asamblea lo tome en mis piernas y con todos les comencé hablar de la niña, ella es igual a todos, le gusta jugar, ser feliz, tener amigos y la mano no le impide nada para ser amiga de todos y compartir, le tome su mano la bese y con ello les pedí a todos amor, respeto para ella, pero lo que yo deseaba era que todos los niños la amaran y la aceptaran. Desde ese momento la niña siempre se vio feliz, acompañada y compartiendo, se lo comunique a su madre quien muy agradecida me dio las gracias por el amor que sentía que se le daba en el grupo",Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas. El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,1,0,0,1,0,0,Niños/niñas,NA,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Resolución de problemas. Manejo de la Información y Comunicación.,0,0,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105090392,376e4f60-e377-453f-b7b8-373e244b7ee4,2020-06-17T15:51:53,,17
2020-06-17T10:37:55.918-05:00,2020-06-17T10:51:55.581-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,FIN.,Motivación,Única vez,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Niños/niñas,No aplica,Reflexioné y aprendí algo nuevo,Ninguna de las anteriores,0,0,0,0,0,1,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,105090414,b3cf69bd-2d3d-4194-a7d4-d0a3e6de8de5,2020-06-17T15:51:56,,18
2020-06-17T10:41:42.648-05:00,2020-06-17T10:53:17.392-05:00,2020-06-16,No,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Hola mi nombre Melissa, y hoy narrare la importancia del deporte en el desarrollo de los niños y niñas, a lo largo de mi experiencia como agente educativa me he dado cuenta que los niños y niñas se interesan de diferentes maneras por la realización de deporte u ejercicio en su vida cotidiana, este ha traído unos excelentes resultados sobre todo en canalización o control de sus emociones, estos mismos resultados que han logrado convertirse en un aprendizaje significativo, y que han llevado hasta sus hogares, transformándose en una herramienta importante para una vida saludable y un aprendizaje significativo para los niños y niñas.",Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,0,1,1,0,1,0,1,1,1,1,Niños/niñas,N.A.,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación. Vida y Carrera.,1,0,1,1,1,1,1,1,Potenciar el desarrollo de los niños y las niñas.,105090752,4c741684-099a-46f2-8e21-9a6f2a7ba1ad,2020-06-17T15:53:17,,19
2020-06-17T10:35:56.366-05:00,2020-06-17T10:54:10.095-05:00,2020-06-16,Sí,1991-06-25,Antioquia,,CE corporación Educativa Jesús amigo,"La historia que voy a narrar sucedió hace algún tiempo, a la sala de desarrollo llego una niña con diagnóstico síndrome down, la verdad sentí mucho susto porque no sabía que iba a pasar, la niña no controlaba esfínteres, no seguía instrucciones, no comía sola, entre otras cosas, pasaron los días y después de un trabajo en equipo tanto de los compañeros de su grupo, como mío, la niña fue mostrando avances significativos, iba al baño, lleva su plato a la mesa, participaba de las asambleas y empezó a relacionarse con su pares, solo con los de su grupo, hecho que me lleno de gran satisfación por lo que hicimos y los avances tan notorios en ella, ella marco mi vida.",Tranquilidad,Única vez,El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,1,1,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",1,1,0,0,0,0,Trabajo Colaborativo. Resolución de problemas.,1,0,0,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105091014,1e113fe2-ceb4-494d-8a61-aaf3f4746ed5,2020-06-17T15:54:11,,20
2020-06-17T10:38:34.869-05:00,2020-06-17T10:55:07.578-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Ocurrió en el año 2019, cuando una de las niñas del grupo llamada Luciana Pareja cada día ingresaba triste, llorando, con miedo y angustia al saber que sus abuelos se encontraban enfermos y en la casa no se hablaba más sino del tema como tal, cada día expresaba miedo porque su abuelo se podía morir y no volvería nunca más a jugar con él, durante el momento de la higiene del sueño la niña despertaba llorando y con mucha angustia por el tema anterior y costaba que se calmara. Se inició un seguimiento con la familia y a la niña, donde en casa no volvieron a expresar constantemente que sus abuelos estaban enfermos o tenían alguna molestia de salud, con la niña iniciamos un trabajo pedagógico desde la adquisición de mayor seguridad en ella misma y en su contexto familiar, al igual se hablaba constantemente sobre la relación con sus abuelos, lo importante que eran para ella, desde el juego también se hicieron varias experiencias significativas . Fue muy gratificante que poco a poco ella fue dejando ese miedo a un lado y volvió hacer la niña sonriente y feliz.",Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,0,0,1,0,1,0,1,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas. Manejo de la Información y Comunicación.,0,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,105091281,ef84a228-b5aa-4edc-83d7-9107b04f9d79,2020-06-17T15:55:07,,21
2020-06-17T10:45:44.961-05:00,2020-06-17T10:55:38.542-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,El año paso personas ajenas al centro infantil manifestaron al programa que teníamos encerrado a un niño en el patio de la sede. La situación fue muy compleja muchas acusaciones. Gracias a Dios y la labor que veníamos desarrollando se puedo esclarecer todo y se pudo demostrar que esas situaciones jamás se presentaron en el centro infantil.,Impotencia ,Única vez,El desempeño de los agentes educativos y sus prácticas.,0,0,0,0,1,0,0,0,0,0,Otro,Personas ajenas al centro infantil,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Sostenibilidad. Resolución de problemas. Manejo de herramientas tecnológicas. Creatividad e Innovación. Vida y Carrera.,1,1,0,1,1,0,1,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105091413,21f601ca-f056-43cf-a54f-655b080b3da4,2020-06-17T15:55:39,,22
2020-06-17T11:52:44.273-03:00,2020-06-17T11:56:32.666-03:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Soy la gente educativa Paola Palacios quiero narrar Mi historia sucedió a hace más o menos cuatro meses en las horas de la tarde para entregar a una niña al finalizar la atención me sentía angustiada ya que un amiguito a la había mordido por quitarle un juguete,tenía incertidumbre y zozobra en mí ya que somos las encargadas y las responsables de los niños y las niñas durante el día cuando están en el centro infantil y aportando que ese padre de familia es un poco impulsivo llegaron las 4 llegó el padre de familia lo saluda de forma amena y respetuosa comentándole el suceso y la situación el padre de familia se enojo muchísimo; delante de mí le dijo a la niña ""cuando la muerdan usted también tiene que morder No se deje se tiene que defender"". Inmediatamente reflexione qué tipo de seres humanos estamos creando enseñar desde casa a pedir ayuda a respetar a nuestros compañeros en ninguna circunstancia la violencia será buena como método para defendernos hacernos respetar debemos de educar a los niños con amor y paciencia ser tolerantes y pacientes a los comportamientos de otros.",Tristeza,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores.,0,0,1,0,1,0,1,0,0,0,Niños/niñas,na,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de la Información y Comunicación. Vida y Carrera.,1,0,1,1,0,1,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105091598,b0aeb8dc-2a5c-45fd-bb30-31f235e5dc65,2020-06-17T15:56:18,,23
2020-06-17T10:51:33.847-05:00,2020-06-17T10:57:28.343-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"En el centro infantil con los niños y las niñas vivimos experiencias alucinantes cada día, los niños a la hora de volver a casa se sienten muy animados y dispuesto, aunque en el centro infantil se diviertan y se alimenten siempre desearan volver a casa, y es que la familia es un vínculo que es para siempre y con los niños me he dado cuenta lo importante y escencial que ellos se sientan seguros en casa y en el centro infantil también sientan confianza con nosotros como docentes para fortalecer sus vínculos emocionales y puedan crecer con una actitud positiva buena autoestima y seguridad de si mismo.",Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil.,0,1,1,0,0,0,0,0,0,0,Niños/niñas,No,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,1,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,105091884,8a76ce67-7b99-40b4-a93c-6b61784c9bba,2020-06-17T15:57:32,,24
2020-06-17T10:45:48.392-05:00,2020-06-17T10:59:28.570-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"¿Profe si esta es tu casa, donde esta tu cama? Fue una expresión que se ha presentado en los niños y niñas, ya que estos se inquietan y creen que nuestras sedes de atención son los lugares donde vivimos, y aunque en medio de los diálogos uno les aclare ellos insisten que vivimos allí",Tranquilidad,De vez en cuando,La forma como están organizadas las rutinas diarias. La calidad de las interacciones entre los actores.,0,1,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Pensamiento Crítico.,0,0,1,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,105092405,5dca4cec-c188-49b5-afd4-ec976ca2c8eb,2020-06-17T15:59:30,,25
2020-06-17T10:47:17.830-05:00,2020-06-17T10:59:03.288-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,Durante el momento de la alimentación y para horas del algo se dispone de mazamorra y una de las niñas dice que ella no quiere maíz que se lo de a las gallinas ya que ellas son las que comen maíz.,Motivación,Única vez,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,1,1,1,1,1,1,1,1,1,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo. Sostenibilidad. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,1,1,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,105092573,cc947c37-0132-419c-b661-1e3f74919959,2020-06-17T16:00:04,,26
