start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,texto,hashtag,genera,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,_id,_uuid,_submission_time,_validation_status,_index
2020-07-06T09:23:20.022-05:00,2020-07-06T09:41:15.001-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,Una ves salí de mi salón a la aula de otra compañera y por el pasillo se encontraba una niña que venía del baño y ella estaba tan cerca de la culebra que yo del susto no la pude agarrar solo me dio por gritar para pedir ayuda gracias a Dios no pasó a mayores ya que mis compañeros salieron ayudarme,La culebra y la niña,Tristeza,Única vez,La disposición intencionada de los espacios y ambientes.,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,109190349,462c0f97-f755-4ad8-a7d5-27600e41eb04,2020-07-06T14:41:17,,11
2020-07-06T09:23:29.484-05:00,2020-07-06T09:41:30.412-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"Mientras estabamos en asamblea fiinal, una niña me pide permiso para ir al baño, al perecer no alcanzo a bajarse los interiores y se hizo pipi sintio verguenza y se escondio, paso el tiempo y no segresaba al salon, sali en su busqueda ya que iban a ingresar los papas, no la consigo por ningun lado, llegan los papas y todos la buscabamos y nada mi desespero era enorme finalmente la conseguimos escondidas debejo de unas sabanas.",La niña perdida.,Impotencia ,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Resolución de problemas.,0,0,0,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,109190412,9ca3bcf3-456f-44d2-b01a-b8832e6d21bf,2020-07-06T14:41:31,,12
2020-07-06T09:34:25.691-05:00,2020-07-06T09:41:56.413-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"UN DIA VI UNA NIÑA ENTREGANDOLE TODO EL DESAYUNO A OTRA Y LE PREGUNTE POR QUE LE ESTABA DANDO SU DEAYUNO A SU COMPAÑERA, ES QUE ELLA NO IBA A COMER Y LA NIÑA ME RESPONDIO QUE SU AMIGUITA TENIA HAMBRE Y ELLA HABIA COMIDO EN SU CASA.",NIÑA QUE COMPARTE,Motivación,De vez en cuando,Los momentos de alimentación de las niñas y los niños.,0,0,0,1,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Manejo de herramientas tecnológicas. Creatividad e Innovación.,1,0,1,1,1,0,1,0,Potenciar el desarrollo de los niños y las niñas.,109190539,cc7ede81-fd9d-43e5-a237-d0541e812d03,2020-07-06T14:41:57,,13
2020-07-06T09:22:40.558-05:00,2020-07-06T09:42:31.066-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"Habia una vez en un barrio muy lejano vivía un niño llamado beimar que tenía 9 meses y al entrar a trabajar a la fundación aeiotu cabi modalidad familiar me correspondió  esa familia la cual era muy presta para realizar las experiencias, pero al estimular al niño repetitivamente y este no reaccionaba al estímulo me preocupe e informe a la coordinadora y trabajadora social, está me acompaño a una visita, hablo con los familiares y me dio otras estrategias para realizar con el niño y después de un tiempo el niño empezó a reaccionar y pude darme cuenta que el niño  era tímido y no me tenía la suficiente confianza para con migo, pero me dio mucha satisfacción hacer aportado un poco en el desarrollo y crecimiento del mismo.",Así aporto desde mí experiencias al desarrollo integral de  beimar,Orgullo,De vez en cuando,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,Ninguna de las anteriores,0,0,0,0,0,1,Trabajo Colaborativo. Creatividad e Innovación.,1,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,109190712,bf12a61d-e877-4b3f-addc-ba417918486d,2020-07-06T14:42:33,,14
2020-07-06T09:23:34.999-05:00,2020-07-06T09:42:49.909-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,El día que llegue a trabajar al centro infantil fue para mi un día muy feliz puesto que siempre me había gustado trabajar con niños y no había tenido la oportunidad llego el momento y mis días en ese centro han sido muy tranquilos y en paz se trabaja con mucha responsabilidad respeto y compañerismo y eso me llena de satisfacción,#ElDiaMasFeliz,Alegría,Todo el tiempo,Los momentos de alimentación de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,0,1,0,0,0,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades manuales: tejer, sembrar, cocinar.",0,0,0,1,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,109190826,d8942a62-39ee-48bc-8c5b-ebc00c86f57f,2020-07-06T14:42:51,,15
2020-07-06T09:24:01.814-05:00,2020-07-06T09:42:51.383-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"Mi primer dia en aeiotu cabi fue un dia mágico para mi, cuando tuve la oportunidad de estar rodeada de tantos niños felices, otros llorando por ser nuevos en el centro infantil y aun no acostumbrarse al lugar, conocer a mis compañeros a trabajo fue lo maximo y el equipo de apoyo siempre dispuestos a responder mis inquietudes, en compañia de varias maestras empece a relacionarme con los niños que me corresponde estar siempre en el aula de clases y por lo general, para no ser tan extensa queiro decirles que trabajar en aeiotu cabi es un placer y una satisfaccion que me llena de mucho orgullo, ya que el acompañamiento por parte de la cocordinadora es excelente... muchas gracias me siento de la familia aeiotu",Dia magico en aeiotu cabi,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,0,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Actuar de la mejor manera para conservar mi empleo.,109190846,a0122ab3-87d8-465f-acf4-5b98dea31b1a,2020-07-06T14:42:55,,16
2020-07-06T09:24:22.692-05:00,2020-07-06T09:42:56.315-05:00,2020-07-05,Sí,2020-11-24,Chocó,,Cabi,Hay una vez en un barrio de quibdo realizando una visita me encontré con una situación que no esperaba todo marchaba bien en la visita cuando me dirijia a salir del barrio me toco salir corriendo porque habian unos muchachos correriando a otro me asuste bastante y me encerrr en una casa hasta que todo se calmo y llegue a mi casa muy asustada pero bien,El susto,Tristeza,Única vez,La forma como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Resolución de problemas.,0,0,0,1,0,0,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",109190857,7dd381aa-a9d1-4683-831a-5564ceb1d25b,2020-07-06T14:42:57,,17
2020-07-06T09:23:55.188-05:00,2020-07-06T09:43:48.751-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"Hola, mi nombre es Sandra Milena Palacios Valoyes hoy quiero contarte que siento diaen medio de nuestro encuentro pedagógico con mis usuarios del nivel de exploradores después de terminar la asamblea en la que mis niños me contaron cómo estaban, que hicieron el fin de semana, si desayunaron, lo que pasó el día anterior y luego de tener la dicha de contar una historia con libros y con la herramienta del teatrino y títeres noté que Santiago Moreno se encontraba un poco triste y distraído al hacercarme a el esté se fue corriendo saliendo de del aula viajer y al correr se cayó,yo me asusté mucho y me puse nerviosa al hacercarme a el note que se estaba riendo y limpiandose la eran mi corazón descanso puesto que lo revise y estaba sano sin golpes y raspones y al preguntarle porque lo hizo respondío con felicidad que quería jugar con migo así, me puse feliz de ver cuál importante y valiosa soy para mis usuarios y sentí que he dejado huellas positivas en ellos, gracias aeioaTU por hacerme ser cada día mejor",La importancia de ser maestra,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,1,0,1,1,0,0,Agentes educativos,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,0,1,1,0,0,1,0,Actuar de la mejor manera para conservar mi empleo.,109191124,01f56324-1378-41e7-84ce-ac9ba7bcd932,2020-07-06T14:43:50,,18
2020-07-06T09:37:02.591-05:00,2020-07-06T09:44:16.968-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,Una vez  una niña al verme  triste me pregunta  que te niña  por que esta triste  yo le respondí no tengo nada  la niña se retira por un lazo de tiempo  al regresar me dijo seño tranquila que Dios está con usted   eso me tocó mucho,La niña DETALLISTA,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,Otro,Estrés,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Sostenibilidad. Pensamiento Crítico.,0,1,1,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,109191233,502a1a86-7fba-401b-846c-305f41714c34,2020-07-06T14:44:19,,19
2020-07-06T06:00:52.875-05:00,2020-07-06T09:44:33.507-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"sdan,dkljhrlkjhojn.lrekghoñinhreaadfgknjdfkhdfklhngjkhkgj",el titulo que quieran,Alegría,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,109191292,7f7b32ba-6e74-4ee0-b1a3-efacaf143e11,2020-07-06T14:44:32,,20
2020-07-06T09:33:24.902-05:00,2020-07-06T09:46:36.811-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,El primer año que ingrese un suceso que me marco para toda la vida el fallecimiento de una usuaria gestante y el de su bebe murio un dia antes de mi cumpleaños y no por eso sino porq era una usuaria estrella exelente persona esta usuaria. La muerte de ella me dolio y marco mi vida.,Suceso inolvidable.,Tristeza,Única vez,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,Ninguna de las anteriores,0,0,0,0,0,1,Vida y Carrera.,0,0,0,0,0,0,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,109191765,f74c5879-ac58-4c72-9620-bad2495a6d76,2020-07-06T14:46:38,,21
2020-07-06T09:44:59.497-05:00,2020-07-06T09:48:33.932-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,Como casera en ocasiones los niños y niñas le dan muchas gracias por los alimentos que preparamos,#casera,Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,109192409,012166d2-6144-43da-837e-4e3d42721da3,2020-07-06T14:48:36,,22
2020-07-06T09:23:41.930-05:00,2020-07-06T10:40:00.735-05:00,2020-07-05,Sí,2020-07-06,Chocó,,Cabi,"Era    una vez una joven que vivía en con sus padre y madre  era muy feliz en el campo, un dia estaba jugando cuando de  repente llegaron unos hombre armados y mataron a sus padre. ella y su madre  les toco desplazase  a otro pueblo don de les toco dormir en las calle pedir limosna para comer",la desplazada,Tristeza,Todo el tiempo,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades manuales: tejer, sembrar, cocinar.",0,0,0,1,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,109204055,31ded4c4-4d10-404f-bbbc-86483dd0c4c2,2020-07-06T15:40:04,,23
2020-07-10T09:32:16.695-05:00,2020-07-10T09:38:17.390-05:00,2020-07-09,Sí,2020-07-10,Atlántico,,Bicentenario,"La muerte se pasea, pero las familias se unen para luchar, los niños preguntan por que se murió mi abuela, y toda hacer un proceso para que ellos puedan entender la vida y la muerte de una manera no traumática, como docente ahora también nos toca hacer acompañamiento emocional.",La línea de la vida,Tristeza,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Manejo de la Información y Comunicación.,0,0,0,0,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,110071018,19bb97fb-ccb3-45dc-8240-499e60353775,2020-07-10T14:38:21,,1
2020-07-10T09:33:32.372-05:00,2020-07-10T09:38:29.130-05:00,2020-07-09,Sí,2020-07-10,Bolívar,,Bicentenario,Cuando estaba en la modalidad familiar ... me tocó un participante muy particular puedo decir que esa situación y entorno,#el día en que una familia cambió mi vida,Motivación,Todo el tiempo,La calidad de las interacciones entre los actores.,0,0,0,0,0,0,1,0,0,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,110071093,2e9195b9-fffd-4c51-aafb-d85293f86173,2020-07-10T14:38:31,,2
