FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,1.1 La educación deberá enfocarse en-Cumplir con el plan de estudios,1.1 La educación deberá enfocarse en-El desarrollo socio emocional del estudiante,1.1 La educación deberá enfocarse en-Quality,1.1 La educación deberá enfocarse en-X,1.1 La educación deberá enfocarse en-Y,1.1 La educación deberá enfocarse en-NA,1.2 Estudiantes necesitan cultivar-Habilidades prácticas para la vida,1.2 Estudiantes necesitan cultivar-Fundamentos para un aprendizaje continuo,1.2 Estudiantes necesitan cultivar-Comprensión del mundo que los rodea,1.2 Estudiantes necesitan cultivar-X,1.2 Estudiantes necesitan cultivar-Y,1.2 Estudiantes necesitan cultivar-NA,1.3 Los colegios deben enfocarse en que los estudiantes...-Reflexionen sobre lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-Apliquen los conocimientos,1.3 Los colegios deben enfocarse en que los estudiantes...-Experimenten con lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-X,1.3 Los colegios deben enfocarse en que los estudiantes...-Y,1.3 Los colegios deben enfocarse en que los estudiantes...-NA,"1.4 Vamos a tener que repensar-El plan de estudios, los horarios, las normas y las políticas",1.4 Vamos a tener que repensar-Cómo se invierten y se gestionan los recursos educativos,1.4 Vamos a tener que repensar-La formación y cualificación de los docentes,1.4 Vamos a tener que repensar-X,1.4 Vamos a tener que repensar-Y,1.4 Vamos a tener que repensar-NA,1.5 El cambio será liderado por-Secretarías y Ministerio,1.5 El cambio será liderado por-Docentes y rectores,1.5 El cambio será liderado por-Estudiantes y padres,1.5 El cambio será liderado por-X,1.5 El cambio será liderado por-Y,1.5 El cambio será liderado por-NA,1.6 Papel del docente-Mostarle nuevos mundos y posibilidades a los estudiantes,1.6 Papel del docente-Ayudarle a los estudiantes a alcanzar sus objetivos,1.6 Papel del docente-Dar soporte emocional a los estudiantes,1.6 Papel del docente-X,1.6 Papel del docente-Y,1.6 Papel del docente-NA,2.1 se animará a los estudiantes a aprender-...individualmente / independiente,2.1 se animará a los estudiantes a aprender-...socialmente / en grupo,2.1 se animará a los estudiantes a aprender-X,2.1 se animará a los estudiantes a aprender-NA,2.2 El aprendizaje será...-Liderado por el docente,2.2 El aprendizaje será...-Liderado por el estudiante,2.2 El aprendizaje será...-X,2.2 El aprendizaje será...-NA,"3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La comunidad y las relaciones","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La filosofía del colegio","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El aprendizaje y el crecimiento","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los problemas como oportunidades","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los premios y los reconocimientos","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_autonomía y el soporte","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El desarrollo en general del estudiante","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El crecimiento personal y los logros","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_otrro",Other_theme,4.1 I am a...,4.2 Género,4.3 Experience in education,4.4 Experience in institution,4.5 Levels taught_Preescolar,4.5 Levels taught_Básica primaria,4.5 Levels taught_Básica Secundaria,4.5 Levels taught_Media,4.6 Age,4.7 Professional qualifications,City,IE,Describa brevemente qué deben hacer las instituciones educativas y los docentes para prepararse para ofrecer una mejor educación de acuerdo con los retos actuales y futuros. Por favor resuma sus pensamientos en un párrafo corto.,Title,Utopia,Dystopia,ProjectID,ApplicationName,SessionID,Language
7a843e64-117a-4f7c-b66a-63f4f3c20509,233,,2020/07/28 21:55:43.080,2020/07/28 21:49:00.761,69.328.613,897.436,3.323.545,0.4819534,0.7771795,,47.188.377,897.436,55.375.686,0.50409365,0.7771795,,11.952.266,0.0,8.804.774,0.88047737,0.0,,8.173.259,2.136.757,16.130.653,0.17199032,0.018504297,,9.174.488,55.555.577,8.526.996,0.88047737,0.048111133,,8.474.218,940.171,58.561.096,0.105569646,0.0814188,,39.476.275,96.052.376,0.9605237,,28.246.695,717.533,0.71753305,,,,1,1,,,,,,,Docente,Hombre,De 11 a 20 años,Menos de un año,1,,,,Entre 41 y 50 años,Licenciado,Medellín,IE Álvaro Marín Velasco,"La educación debe pensarse desde paradigmas innovadoras, reales y creativas, propósito a y que posibilite el aprendizaje en su gama más amplia.",Paradigmas para el futuro,"Los docentes serán líderes creativos que orientan y  comparten  con sus estudiantes, conocimientos, experimentaciones y aplicaciones de Lo aprendido.","Los estudiantes, docentes y sociedad continÃºan siendo percibidas como irrelevantes en el desarrollo del pais.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
181ab504-3d28-4cdd-9f22-6e94b12e8639,26,,2020/06/24 18:26:17.634,2020/06/24 18:26:31.201,16.863.335,14.533.737,6.860.293,0.758698,0.12586214,,72.312.775,15.811.965,11.875.257,0.19781238,0.13693164,,11.446.882,12.820.503,75.732.605,0.8214286,0.11102553,,12.236.926,7.692.308,10.839.993,0.49301532,0.66615385,,7.934.357,12.820.503,78.359.275,0.14246179,0.11102553,,88.549.736,76.922.975,37.579.634,0.07604113,0.06661533,,1.381.135,98.618.866,0.98618865,,9.420.606,57.939.377,0.057939377,,,,1,,,,,1,,,Docente,Mujer,De 11 a 20 años,De 1 a 2 años,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE Enrique Olaya Herrera,"Preparación y capacitación constante,para responder a las necesidades del contexto",El reto... el cambio,El mejor futuro posible: conectividad para todos El peor futuro posible:sociedad y medio ambiente,El poder del consumismo Condiciones climáticas hostiles Disminución del recurso vital ( agua)Extinción de especies,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
181d181f-12ad-489e-9d84-4726b61836b2,27,,2020/06/16 18:19:30.343,2020/06/16 18:18:52.366,23.589.165,51.282.043,9.251.288,0.9507698,0.044410255,,39.551.954,9.017.095,58.738.575,0.5095933,0.78088033,,6.343.346,59.829.025,87.673.744,0.9066521,0.051811963,,8.902.935,38.461.533,7.124.488,0.09047564,0.033307716,,0.7406494,9.145.299,7.806.362,0.53532857,0.7919829,,35.875.487,9.017.095,62.415.037,0.5132698,0.78088033,,36.555.111,9.634.449,0.9634449,,9.656.092,34.390.836,0.034390837,,,,,1,,,1,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE Bello Oriente,"los docentes debemos Estimular el aprendizaje y transmitir prácticas, la institución debe repensar El plan de estudios, los horarios y las normas para lograr que el estudiante desarrolle Fundamentos para un aprendizaje continuo y Experimenten con lo aprendido",#nuestraeducaciónfutura,"es tendencia en el mundo el enfoque de la educación por nodos lo que hace necesario repensar El plan de estudios, los horarios y las normas, aulas especializadas, experimentación en el aula por parte de los estudiantes, mejores proyectos de vida de los estudiantes, mayor inversión en la educación, mejora en la infraestructura y materiales didácticos.","sostener un modelo curricular tradicional alejado de los intereses, motivaciones y necesidades educativas de los estudiante.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
d05f1b15-bcb4-4d08-bdb3-5b79c1f8d6c5,28,,2020/06/18 06:26:59.313,2020/06/18 06:27:03.178,0.9983154,98.290.596,0.71108884,0.4985639,0.8511966,,50.511.253,0.0,49.488.743,0.4948874,0.0,,3.384.459,3.333.333,32.822.083,0.4948874,0.28866664,,3.338.267,32.051.285,3.456.604,0.50591683,0.2775641,,32.314.297,34.188.034,33.497.665,0.50591683,0.29606837,,33.904.297,3.247.863,3.361.707,0.4985639,0.28126493,,455.474,544.526,0.544526,,5.399.335,4.600.665,0.4600665,,,,,1,,,,,1,Tecnología y recopilación de datos,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,,,1,,Entre 51 y 60 años,Especialista,Medellín,IE Benedikta Zur Nieden,"Los docentes y las instituciones educativas para ofrecer una mejor educación de acuerdo con los retos actuales y futuros desafíos, debemos tener en cuenta que el mundo es más global e interconectado  y es tan diverso que debemos asumir los obstáculos  que tendremos que afrontar en un futuro ya que la educación es crucial para poder ayudar a los niños y jóvenes a resolver los problemas que aun no se han presentado ante las circunstancias que atravesamos hoy.",La educación y sus circunstancias actuales,"Sociedad positiva, como el mundo tiende a la globalización lo ideal es que halla tendencia a la humanización de la sociedad donde se tenga en cuenta la equidad socioeconómica, el trabajo, los derechos, valores para que nos ayuden a diseñar políticas, programas,realizar cuidados y velar por la seguridad de las relaciones asociadas con la dignidad de todo ser humano con muy buena calidad de vida convirtiéndose a un mundo virtual.","Sociedad negativa, deshumanizada  el mundo apunta a la globalización con cierta incertidumbre, hay desigualdad socioeconómica,las personas viven más pero, el trabajo es más incierto, hay desconfianza de los entes gubernamentales, hay respaldo por las tecnologías de la información, amenazando la ciberseguridad y problemas de privacidad, perdiendo el contacto físico y el mundo afectivo.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
9f4dfbf6-5e4f-4be3-9ff7-0dc7ee505425,29,,2020/06/19 17:15:16.197,2020/06/19 17:15:30.410,3.434.246,34.188.034,31.469.503,0.48563522,0.29606837,,3.348.777,35.897.423,30.614.809,0.48563522,0.31087166,,23.969.355,5.641.025,1.962.039,0.47825515,0.48851278,,34.090.153,32.478.622,33.431.225,0.49670535,0.28126484,,34.886.517,31.623.915,3.348.957,0.4930153,0.27386314,,61.902.626,19.658.121,18.439.262,0.2826832,0.1702393,,20.884.491,7.911.551,0.7911551,,7.906.389,20.936.111,0.20936112,,1,,,1,,,,,,,Docente,Mujer,Más de 20 años,De 1 a 2 años,,,1,,Entre 51 y 60 años,Especialista,Medellín,IE Álvaro Marín Velasco,"Se deberá desarrollar una revaluación de la educación tradicional, de todo el sistema educativo poniendolo acorde con la nuevas circunstancias sociales  y economicas.",#revolucioneducativa,Autonomía y autoaprendizaje,Desercion y ampliacion de brecha de oportunidades,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
a4204997-fcf4-471c-861e-e6ec3bd57ffc,30,,2020/06/16 17:59:27.816,2020/06/16 17:59:31.696,1.039.771,44.444.447,4.515.785,0.67380065,0.38488886,,24.389.017,4.273.506,9.328.759,0.9542435,0.037008546,,3.286.909,34.188.034,3.294.287,0.5003689,0.29606837,,0.070698224,49.075.813,50.853.477,0.75498146,0.42559835,,0.9392407,47.863.235,51.197.517,0.7512914,0.41449565,,7.526.667,23.931.618,0.80171025,0.12767519,0.2072478,,13.285.476,8.671.452,0.86714524,,17.508.448,82.491.554,0.8249155,,,,1,1,,,,,,,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,,,1,1,Entre 31 y 40 años,Magister,Medellín,IE Bello Oriente,"Lo mas importante que necesitan las personas para enfrentar los retos sociales y naturales, es comprender científicamente cómo funcionan, es decir, se requiere conocer la realidad tal cual es, para poder transformarla de manera conciente. Los docentes cumplen una labor importante en la medida en que se cualifiquen para poder brindar a otros la posibilidad de cualificarse también, desechando las creencias sin fundamento y basandose siempre en la evidencia, o sea en la ciencia, vista como un método y un enfoque.",Solo la ciencia nos permitirá cosas grandiosas,Los jóvenes se comprometen con el futuro y transforman la sociedad de manera conciente,Todo sigue igual y los problemas nos agobian,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
bf44951e-dcde-4eee-92d3-991ecdd09b67,234,,2020/07/28 21:16:15.282,2020/07/28 21:16:31.496,0.12052002,517.094,4.817.008,0.7402478,0.4478034,,47.159.035,49.145.298,36.956.713,0.2826832,0.4255983,,0.19858398,47.863.243,51.938.175,0.758698,0.4144957,,48.484.444,0.0,51.515.556,0.51515555,0.0,,0.034770723,5.124.638,48.718.853,0.7439378,0.44410244,,4.729.465,52.564.102,0.14125,0.26423302,0.4552051,,3.103.609,6.896.391,0.6896391,,58.920.002,41.079.998,0.41079998,,,,,,,,1,1,,,Docente,Hombre,De 11 a 20 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE Álvaro Marín Velasco,"Diseñar nuevas estrategias acordes a los cambios actuales, que motiven el aprendizaje en los estudiantes",#eduestrategias,"Educación para todos en óptimas condiciones, estudiantes felices en la escuela y mayor oportunidad de formación para docentes (postgrados)",Privatización de la educación...,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
e0effe09-dbcc-4410-acde-e7132fb7a5ff,267,,2020/08/11 20:57:52.762,2020/08/11 20:58:00.921,0.16066615,673.044,32.534.943,0.66400504,0.58473504,,3.289.562,3.376.068,33.343.697,0.50224036,0.29236752,,51.186.848,0.8546982,4.795.845,0.483858,0.007401709,,0.20331298,49.145.298,5.065.139,0.75224036,0.4255983,,33.322.968,32.905.983,33.771.046,0.50224036,0.2849658,,3.427.194,3.247.863,33.249.428,0.4948874,0.28126493,,303.447,696.553,0.696553,,5.010.821,4.989.179,0.49891788,,1,,,,,1,,,,,Docente,Mujer,Más de 20 años,De 11 a 20 años,1,,,,Entre 41 y 50 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"Las instituciones educativas y docentes debemos seguir cualificándonos con respecto al crecimiento personal y ético,como la base principal además de la adquisición de nuevos conocimientos y manejo de tecnologías, para lograr con ello, una educación que este basada en el desarrollo del ser humano. donde los conocimientos adquiridos permitan una construcción colectiva, frente a la aplicación de posibles soluciones a problemas que se dan en el diario vivir.",Los nuevos retos de la educación,El desarrollo de la tecnología será una parte muy importante en la educación y la vida de las personas.,"La tecnologia sino está acompañada de lo humano, será lo que de pie a formar seres individualistas y que solo piensen en el en el beneficio propio.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
11505714-316b-4a0c-9106-664db4c724fa,268,,2020/08/11 20:16:05.581,2020/08/11 20:16:08.011,0.024206543,517.094,48.266.396,0.74121094,0.4478034,,49.442.875,2.136.757,4.842.037,0.4948874,0.018504297,,50.878.906,0.0,49.121.094,0.49121094,0.0,,3.246.827,34.615.387,32.916.348,0.50224036,0.29976922,,33.049.595,34.188.034,3.276.237,0.4985639,0.29606837,,3.369.062,32.905.983,33.403.393,0.4985639,0.2849658,,9.398.752,9.060.125,0.9060125,,17.169.022,8.283.098,0.8283098,,,,,1,,,1,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,Entre 41 y 50 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"Estar dispuesto al cambio, ser flexibles, no temer a lo nuevo, llevar una capacitación adecuada al cambio teniendo en cuenta el trabajo individual y grupal de acuerdo con los nuevos retos.las instituciones deben abrir espacios para capacitaciones conjuntas que requiera nuestro colegio.",la innovación,la educación basada en proyectos y estos llevan a la experimentación todo a través de la virtualidad.,"Se perdería la socialización, la relación con el otro.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
455dfc97-ddaa-442b-86ca-483daf23f1f2,31,,2020/06/16 18:30:38.613,2020/06/16 18:30:01.511,6.710.993,59.829.025,8.730.611,0.9029756,0.051811963,,4.417.119,9.145.299,41.298.923,0.4985639,0.7919829,,74.808.455,8.119.659,8.439.949,0.8845933,0.07031626,,8.664.436,64.102.554,69.453.783,0.101505056,0.05551284,,4.630.791,9.102.564,43.435.645,0.4985639,0.78828204,,5.177.544,8.846.154,63.609.133,0.50591683,0.7660769,,19.663.215,98.033.676,0.9803368,,9.825.011,17.498.944,0.017498944,,,,,1,,,1,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE Bello Oriente,"El docente Estimular el aprendizaje y transmitir prácticas, la institución debe repensar El plan de estudios, los horarios y las normas.",#nuestraeducaciónfutura,"Es tendencia en el mundo la educación por nodos, en Colombia eso significa mayor inversión, aulas especializadas, muevas prácticas de aula, cambios en El plan de estudios, los horarios y las normas.","Sostener un currículo tradicional alejado de los intereses, motivaciones y necesidades de aprendizaje de los estudiantes.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
500f1323-f038-4ba4-9997-79f736450ebf,156,,2020/06/30 18:43:28.556,2020/06/30 18:43:32.083,2.946.521,4.145.299,55.600.487,0.7632698,0.35898292,,7.457.485,23.931.625,14.935.168,0.1345933,0.20724785,,19.472.852,47.863.243,50.189.472,0.74121094,0.4144957,,48.193.336,4.358.974,51.590.927,0.733858,0.37748715,,38.106.542,448.718,5.131.755,0.73753446,0.38858974,,4.460.377,5.299.145,24.047.804,0.28900504,0.45890597,,32.878.483,6.712.152,0.6712152,,48.250.103,51.749.897,0.51749897,,,,,,,,1,1,,,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,1,,,Entre 41 y 50 años,Licenciado,Medellín,IEC Jesús Amigo,"DEBEN FORTALECER DIFERENTES PROCESOS Y ESTRATEGIAS TECNOLÓGICAS QUE PERMITAN EL DESARROLLO DE COMPETENCIAS EN LOS ESTUDIANTES, ADEMÃS DOCENTES Y DIRECTIVOS DOCENTES DEBEN GENERAR AMBIENTES LÃšDICOS DE APRENDIZAJES QUE GARANTICEN LA MOTIVACIÓN, INSPIRACIÓN Y DESARROLLO COGNITIVO DE LOS EDUCANDOS.",TRANSFORMACIÓN EDUCATIVA 2020.,USO DE MEDIOS TECNOLÓGICOS EN EL PROCESO DE ENSEÃ‘ANZA Y APRENDIZAJE.,"EL PROGRESO Y CALIDAD DE LA EDUCACIÓN VIRTUAL NO SERÃA IGUAL PARA TODOS, DEBIDO A QUE TODOS LOS EDUCANDOS NO TIENEN LOS RECURSO NECESARIOS.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
0a8e198e-20ce-40b6-97a2-adbff24c17eb,34,,2020/06/24 17:49:11.699,2020/06/24 17:49:18.479,,,,,,1,29.427.109,44.017.094,26.555.798,0.48564345,0.38118804,,28.999.762,44.871.788,26.128.452,0.48564345,0.38858968,,30.068.138,42.735.035,27.196.827,0.48564345,0.3700854,,30.009.789,4.358.974,2.640.047,0.4819534,0.37748715,,,,,,,1,6.002.239,39.977.608,0.39977607,,47.877.724,52.122.276,0.5212228,,1,,,1,,,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,,1,,Entre 41 y 50 años,Especialista,Medellín,IE Enrique Olaya Herrera,"Articulación de los diferentes procesos, trabajo colaborativo entre los docentes, apoyo entre padres de familia, estado, secretaría de educación.",Juntos interactuando en el saber,"Rescate de la dignidad de la persona, valores y la fe.","Desperanza, seguir perdiendo en humanidad y dignidad.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
0627f848-324a-46dc-83b9-418ad3af42c2,269,,2020/08/11 20:12:00.683,2020/08/11 20:12:09.137,70.361.547,26.068.375,6.689.547,0.79929656,0.22575215,,45.550.518,51.282.043,49.321.278,0.5188538,0.044410255,,32.282.944,34.615.387,33.101.673,0.50409365,0.29976922,,47.201.576,25.641.022,50.234.325,0.5151637,0.022205127,,62.891.327,29.487.185,7.621.492,0.22365083,0.255359,,56.831.146,3.717.949,5.989.362,0.24579105,0.32197437,,3.762.077,6.237.923,0.6237923,,4.289.971,5.710.029,0.5710029,,,,1,,,1,,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,1,1,,Entre 21 y 30 años,Magister,Medellín,Colegio de la Compañía de María La Enseñanza,"Considero que, si se debe pensar en una mejor educación de acuerdo a los retos actuales los planes de estudios deben ser otros al igual que la papelería que se debe entregar cada año. El plan debe estar orientado a resolver un problema dependiendo del área o areas involucradas.",#Escuelaparalavida.,1. Me imagino niños diseñando y programando sus ideas.2. Profesores cada vez más capacitados en tecnología y didácticas que posibiliten la critica y análisis de los estudiantes.3. Construcción de proyectos en el Colegio y entre Colegios.,"1. Continuar con la forma de trabajo de hoy, seria realmente triste.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
12100ec4-b386-4a37-b2a9-dbbd359f060f,235,,2020/07/29 14:00:09.139,2020/07/29 14:00:15.005,5.334.658,72.649.612,8.740.038,0.91032857,0.06291455,,4.536.514,5.984.375,8.947.911,0.924713,0.05182471,,8.655.394,7.270.889,61.751.795,0.09810624,0.062965915,,4.012.177,555.703,9.043.079,0.9320931,0.048123885,,8.882.468,64.117.355,4.763.589,0.07969457,0.055525646,,8.940.734,598.439,4.608.258,0.076004535,0.051824816,,12.946.921,8.705.308,0.8705308,,607.504,39.249.603,0.39249602,,1,,,,,,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,1,,,,Entre 41 y 50 años,Magister,Medellín,IE El Bosque,"Las Instituciones Educativas deben trascender los muros Institucionales y abrirse a las posibilidades que brinda el mundo, no solo responder a exigencias normativas desde el Ministerio de Educación el cual responde a exigencias económicas globales , sino a las relaciones de interdependencia con los otros y la naturaleza. Los docentes deben abrir y expandir la mirada, no se trata de transmitir conceptos sino de promover una mirada reflexiva, crítica y propositiva frente a lo Otro.",En camino hacia el cambio.,El mejor futuro posible tiene que ver con el trabajo colaborativo proyectado a la conservación de lo vivo (Sentido ontológico). Relaciones interdependientes que proyecten lo humano como parte del mundo y el centro del mundo. La solidaridad que trasciende los vínculos familiares y comunitarios a otros lugares y cualquier tipo de vida. El peor futuro será conservar los actuales estilos de vida y formas de pensar.,"Seguir usando discursos educativos para reproducir un sistema económico que excluye y conserva la pobreza de algunos grupos humanos, provocando la conservación de la desigualdad social.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
1973fee7-b214-4432-bf97-318661b2f609,36,,2020/06/17 21:08:10.939,2020/06/17 21:08:22.655,1.894.389,44.017.094,37.039.013,0.5904756,0.38118804,,3.551.943,27.777.779,36.702.797,0.50591683,0.24055557,,34.391.346,30.769.226,34.839.424,0.50224036,0.26646152,,21.388.584,4.059.829,38.013.123,0.58312273,0.3515812,,21.363.445,4.358.974,35.046.814,0.56841683,0.37748715,,3.842.605,25.641.022,3.593.293,0.48753446,0.22205126,,10.036.987,8.996.301,0.8996301,,9.179.354,9.082.065,0.90820646,,1,,,,,,1,,,,Docente,Mujer,Más de 20 años,De 3 a 5 años,1,,,,Entre 51 y 60 años,Especialista,Medellín,IE Enrique Olaya Herrera,"las instituciones educativas deben abrir espacio de reflexión, seguimiento y evaluación de los procesos institucionales con el fin de verificar si está cumpliendo con las expectativas de los estudiantes y sus necesidades. abrir las posibilidades para el cambio y la transformación educativa de tal manera que rompa con esquemas establecidos, rígidos que no dejan a los estudiante explorar todo su potencial y así lograr adaptarse a los cambios y transformarlo de acuerdo a sus intereses.",con creatividad nos adaptamos al cambio y lo transformamos.,"educación abierta y flexible, sin esquemas preestablecidos que disminuyen la posibilidad de explorar con el saber y descubrir las potencialidades de individuales de los estudiantes. Donde el estudiante aprende desde su interés personal y la institución abre espacios para la ciencia, las artes, la literatura , los idiomas y allí el estudiante descubre sus talentos para poder proyectar su vida futura",,,,,,
b1a11840-44c2-4ec5-9a75-ae30af497f7f,270,,2020/08/11 20:32:54.906,2020/08/11 20:33:01.948,14.602.295,49.572.647,48.967.125,0.73753446,0.42929912,,48.245.674,0.8546982,5.089.963,0.5132698,0.007401709,,49.408.318,0.0,50.591.682,0.50591683,0.0,,32.160.328,3.376.068,34.078.987,0.5095933,0.29236752,,66.590.324,30.341.879,30.678.015,0.18238741,0.2627607,,32.955.322,32.905.983,3.413.869,0.50591683,0.2849658,,1.041.227,8.958.773,0.8958773,,7.341.902,26.580.975,0.26580974,,,,1,,,,1,,,,Docente,Mujer,Más de 20 años,Más de 20 años,,1,,,Entre 41 y 50 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"Responder al contexto social, provocar el estudio con los interes y necesidades del mundo de hoy. Revisar el plan de estudio, demasiadas asignaturas. Trabajar por proyecto y preguntas problematizadora que jalones el pensamiento y el deseo de transformar,además de atender los centros de interés  potenciando las capacidades individuales.ReplantearlLa forma de evaluar de forma estándar con formularios a los diferentes grupos, sin tener presente las brechas y diferencias que hay en el país.","Escucha al docente y al alumno, ellos saben que quieren aprender.5v","Después de la pandemia y la reflexión de cambios en la educación sería:  La conciencia volvió al ser humano, el hogar se convirtió nuevamente en una fuente de valores y principios que trasmiten a los primeros infantes y al llegar al colegio en la primera infancia están ávidos de experimentar con otros, crecer con los otros y construir para otros. Haciendo de una escuela, la alegría del aprendizaje activo, para dar respuesta a la sociedad donde se desenvuelven y se ayudan a mantener las raíces, su cultura e identidad como un aporte complementario, para que los demás encuentren el valor autentico de la diferencia. Los medios tecnológicos, la experimentación, y el trabajo en equipo será fundamental para dar respuestas continuas que favorecerán la armonía, el equilibrio, la justicia ,la paz tan añorada y por consiguiente la innovación y respuestas favorables y exitosas a las necesidades y problemas que se presentan.","Quedarse en el papel todas las intenciones, los proyectos formulados y el planteamiento de las necesidades del 2020, copiar los métodos y novedades que muestran los diferentes países, y seguir repitiendo modelos tradicionales y evaluar de forma estándar, que no mide avances y procesos, sino cifras, y preguntas formuladas por personas que nunca han estado en un aula de clase y sumergidos en la realidad de la escuela.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
d74caf87-0bd7-498a-8613-0519a92bea3e,236,,2020/07/30 05:23:05.011,2020/07/30 05:23:10.743,3.266.487,46.153.843,50.579.666,0.73656595,0.3996923,,3.340.967,3.162.393,349.664,0.50778365,0.27386323,,34.089.325,3.247.863,3.343.204,0.49671355,0.28126493,,2.315.592,38.461.536,59.222.878,0.7845364,0.3330769,,21.405.444,4.102.564,56.833.817,0.77346635,0.35528204,,51.804.657,0.0,48.195.343,0.4819534,0.0,,4.974.445,5.025.555,0.5025555,,4.974.445,5.025.555,0.5025555,,1,,1,,,,,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Nicanor Restrepo Santa María,"Para ofrecer una mejor educación en un futuro, los docentes debemos estar capacitados con la competencias que requiere un líder y las instituciones deben favorecer los espacios y brindar las herramientas para que los docentes se capaciten. Además, las instituciones deben permitir que los docentes experimenten junto a sus estudiantes, nuevas prácticas que desarrollen competencias para la innovación educativa.",La educación del futuro,Los establecimientos educativos han sido dotados con todo tipo de materiales para el trabajo con los estudiantes,,,,,,
6f09fd3f-07d1-4cec-a8f8-6860eab10e5c,237,,2020/07/29 13:49:31.370,2020/07/29 13:49:46.972,16.746.044,47.863.243,5.046.215,0.7439378,0.4144957,,0.37283447,53.418.804,46.208.363,0.72917765,0.46260685,,6.693.148,32.478.622,0.589895,0.16829206,0.28126484,,48.270.767,0.4273529,5.130.188,0.51515555,0.0037008803,,5.090.741,482.906,0.8019873,0.24947287,0.4181966,,72.681,23.931.625,33.873.777,0.15353191,0.20724785,,2.322.359,7.677.641,0.7677641,,8.338.044,16.619.566,0.16619566,,1,,1,,,,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,Entre 51 y 60 años,Especialista,Medellín,IE El Bosque,Capacitarse continuamente,Aprendo a diario,Dotacion de las instituciones de material,"Seguir como estamos, sin recursos para el desarrollo de los estudiantes",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
