FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,1.1 La educación deberá enfocarse en-Cumplir con el plan de estudios,1.1 La educación deberá enfocarse en-El desarrollo socio emocional del estudiante,1.1 La educación deberá enfocarse en-Quality,1.1 La educación deberá enfocarse en-X,1.1 La educación deberá enfocarse en-Y,1.1 La educación deberá enfocarse en-NA,1.2 Estudiantes necesitan cultivar-Habilidades prácticas para la vida,1.2 Estudiantes necesitan cultivar-Fundamentos para un aprendizaje continuo,1.2 Estudiantes necesitan cultivar-Comprensión del mundo que los rodea,1.2 Estudiantes necesitan cultivar-X,1.2 Estudiantes necesitan cultivar-Y,1.2 Estudiantes necesitan cultivar-NA,1.3 Los colegios deben enfocarse en que los estudiantes...-Reflexionen sobre lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-Apliquen los conocimientos,1.3 Los colegios deben enfocarse en que los estudiantes...-Experimenten con lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-X,1.3 Los colegios deben enfocarse en que los estudiantes...-Y,1.3 Los colegios deben enfocarse en que los estudiantes...-NA,"1.4 Vamos a tener que repensar-El plan de estudios, los horarios, las normas y las políticas",1.4 Vamos a tener que repensar-Cómo se invierten y se gestionan los recursos educativos,1.4 Vamos a tener que repensar-La formación y cualificación de los docentes,1.4 Vamos a tener que repensar-X,1.4 Vamos a tener que repensar-Y,1.4 Vamos a tener que repensar-NA,1.5 El cambio será liderado por-Secretarías y Ministerio,1.5 El cambio será liderado por-Docentes y rectores,1.5 El cambio será liderado por-Estudiantes y padres,1.5 El cambio será liderado por-X,1.5 El cambio será liderado por-Y,1.5 El cambio será liderado por-NA,1.6 Papel del docente-Mostarle nuevos mundos y posibilidades a los estudiantes,1.6 Papel del docente-Ayudarle a los estudiantes a alcanzar sus objetivos,1.6 Papel del docente-Dar soporte emocional a los estudiantes,1.6 Papel del docente-X,1.6 Papel del docente-Y,1.6 Papel del docente-NA,2.1 se animará a los estudiantes a aprender-...individualmente / independiente,2.1 se animará a los estudiantes a aprender-...socialmente / en grupo,2.1 se animará a los estudiantes a aprender-X,2.1 se animará a los estudiantes a aprender-NA,2.2 El aprendizaje será...-Liderado por el docente,2.2 El aprendizaje será...-Liderado por el estudiante,2.2 El aprendizaje será...-X,2.2 El aprendizaje será...-NA,"3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La comunidad y las relaciones","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La filosofía del colegio","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El aprendizaje y el crecimiento","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los problemas como oportunidades","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los premios y los reconocimientos","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_autonomía y el soporte","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El desarrollo en general del estudiante","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El crecimiento personal y los logros","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_otrro",Other_theme,4.1 I am a...,4.2 Género,4.3 Experience in education,4.4 Experience in institution,4.5 Levels taught_Preescolar,4.5 Levels taught_Básica primaria,4.5 Levels taught_Básica Secundaria,4.5 Levels taught_Media,4.6 Age,4.7 Professional qualifications,City,IE,Describa brevemente qué deben hacer las instituciones educativas y los docentes para prepararse para ofrecer una mejor educación de acuerdo con los retos actuales y futuros. Por favor resuma sus pensamientos en un párrafo corto.,Title,Utopia,Dystopia,ProjectID,ApplicationName,SessionID,Language
7234303d-d919-4e05-bd86-373326601da3,43,,47:23.6,47:27.6,11.015.564,46.153.843,42.830.597,0.6590752,0.3996923,,44.831.436,10.256.409,4.491.216,0.5004036,0.08882051,,946.149,49.999.992,4.053.852,0.65538514,0.43299994,,46.521.126,9.829.063,43.649.815,0.48564345,0.08511968,,3.987.512,5.042.734,9.697.536,0.3491121,0.43670076,,45.317.135,8.547.005,46.135.864,0.50409365,0.07401709,,22.639.215,7.736.079,0.77360785,,60.027.252,39.972.744,0.39972743,,,1,,,1,,,,,,Docente,Mujer,De 6 a 10 años,Menos de un año,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Bello Oriente,"Lo primero que se debe de hacer es tener claro el contexto en el cuál se encuentran mis estudiantes, diseñar estrategias que se puedan implementar con ellos, teniendo en cuenta que se cumpla con los estándares educativos y además los estudiantes con barreras de aprendizaje",#misestudantessonelfuturo,Que todos los estudiantes tengan acceso a unas herramientas tecnológicas que le permitan estar a la vanguardia,Que los estudiantes de bajos recursos económicos todavía carezcan de la tecnología y q los que tienen barreras de aprendizaje sigan aprendiendo de forma aislada,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; TA-1025) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",ad9f3759-60de-463b-91b7-b636042944e5,es
6b450e43-626a-47ce-877e-1500b8e1f03a,144,,40:22.7,40:33.1,15.408.276,52.564.095,4.589.508,0.72177124,0.45520508,,60.061.813,34.188.004,36.519.386,0.38228786,0.029606836,,7.044.026,13.685.899,1.587.384,0.22716789,0.11851984,,16.265.501,17.948.715,6.578.579,0.7476015,0.15543589,,16.843.445,6.623.931,16.917.244,0.500369,0.5736324,,6.598.401,16.666.672,17.349.321,0.25682658,0.14433335,,27.525.509,72.474.495,0.7247449,,60.382.652,39.617.348,0.39617348,,1,,,1,,,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,Entre 31 y 40 años,Magister,Medellín,IE Guadalupe,"las instituciones educativas deben participar de manera activa y acompañar la formación de lo docentes apoyando iniciativas e implementación de estrategias que transformen las practicas pedagógicas en el contexto educativo, atendiendo a los desafíos a los que se enfrenta la educación colombiana es necesario dotar de herramientas e infraestructura que permita acceder de manera eficiente la conectividad, la actualización de equipos y plataformas disponibles que garanticen la prestación de un servicio con capacidad y calidad que posibilite la formación docente, la innovación en sus practicas, la comunicación y desarrollo de habilidades y competencias en los estudiantes en la interacción entre la virtualidad como parte de su vida cotidiana; esto implica que el maestro sea creativo, explorador de nuevas estrategias, que se adapte al cambio, líder propositivo y que ame y se apasione por el don de aprender y enseñar.",#losdesafíosdelaeducación,"La educación en los municipios certificados estará en un 80% mediada por la virtualidad, el desarrollo de plataformas programas y contenidos facilitara la aprensión de habilidades y competencias en la interacción de un mundo global, digitalizado,la redes sociales tendrán un valor preponderante como recurso académico y didáctico.Teniendo en cuenta que el escenario educativo seguirá privilegiando las relaciones personales ya que este es espacio propicio para la socialización y desarrollo socioafectivo de los estudiantes.se fortalece la autogestión del conocimiento","Perder los espacios educativos al ser reemplazados por la virtualidad, desaparecer el rol del maestro como mediador y líder de practicas pedagógicas, se pierda la interacción y socialización física, se perdería la noción de la realidad.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",49e1d263-bb61-42dd-9ade-65886fcc6106,es
0a9652df-5b1a-4243-9012-2281f253d3de,44,,54:16.9,54:20.8,37.096.288,9.102.564,52.647.266,0.5077755,0.78828204,,697.881,14.957.269,1.525.463,0.22733265,0.12952994,,77.143.965,10.691.392,81.594.215,0.8693991,0.092587456,,31.856.411,35.470.085,326.735,0.5040854,0.30717096,,31.973.112,3.376.068,34.266.205,0.5114655,0.29236752,,370.611,3.760.683,25.332.066,0.4413548,0.3256752,,3.340.541,6.659.459,0.6659459,,20.824.766,7.917.523,0.79175234,,,1,1,,,,,,,,Coordinador,Hombre,De 6 a 10 años,De 6 a 10 años,,,1,,Entre 31 y 40 años,Licenciado,Cali,Colegio Central de Comercio,"Deben tener un mayor sentido social e involucrar aún más al estudiantes en su propio proceso de aprendizaje, impactando de igual manera su entorno, contexto y familia.",La nueva educación: Rompiendo paradigmas,"Una educación de calidad, incluyente y en igualdad de condiciones para todos y todas. Con excelente sentido social y capacitada para ofrecer las herramientas necesarias y permitir a los individuos desemvolverse en un papel determinante en su sociedad.","La educación hecha un negocio y atrapada por intereses personales o particulares sin sentido social y que carece de principios y valores.No incluyente, sistemática y anclada en las prácticas de la educación tradicional.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A207M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",c484336c-9756-4f3f-a1d1-2576f5d22f2d,es
62183c66-9aa6-4dda-ab9a-b640e46f0b1e,45,,46:16.6,46:20.2,10.428.306,448.718,44.699.898,0.671358,0.38858974,,3.384.459,3.333.333,32.822.083,0.4948874,0.28866664,,3.369.062,32.905.983,33.403.393,0.4985639,0.2849658,,45.533.882,42.307.697,12.158.422,0.3331227,0.36638463,,33.322.968,32.905.983,33.771.046,0.50224036,0.2849658,,33.015.026,32.051.285,3.493.369,0.5095933,0.2775641,,5.872.308,41.276.924,0.41276923,,48.756.863,51.243.137,0.5124314,,,,1,1,,,,,,,Docente,Mujer,De 6 a 10 años,De 1 a 2 años,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Bello Oriente,"Formar en civilidad, promover la alfabetización científica y obviamente prepararnos en ello. Se debe tener en cuenta el contexto y la población en el cual se esta trabajando. Propender para que los recursos no se desvíen y estén destinados a las poblaciones vulnerables y de difícil acceso.",Hacia la formación en Civilidad y la Alfabetización Científica,"- Formar personas cívicas, críticas y reflexivas con la capacidad de resolver problemas. -Buena comprensión lectora.",-Minimizar y/o Victimizar  a los estudiantes por sus condiciones.-cualquier competencia es la apropiada para ellos por lo tanto no requiere del mínimo esfuerzo.-sin acceso a las TICs-no les gusta leer.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",d84bfaa5-83b7-4988-95ec-e81e342f936d,es
608a3c14-c827-4d47-993f-3d06abc37808,46,,50:30.7,50:35.3,9.251.749,9.829.063,8.091.919,0.85833716,0.08511968,,77.575.775,8.974.365,13.449.857,0.17937039,0.07771797,,16.101.976,6.623.932,17.658.707,0.50778365,0.5736325,,,,,,,1,6.561.155,16.666.672,17.721.785,0.26055118,0.14433335,,6.343.616,18.803.421,17.760.422,0.27162132,0.1628376,,39.500.594,9.604.994,0.9604994,,76.883.736,9.231.163,0.92311627,,,,,1,,,1,,,,Docente,Hombre,Más de 20 años,Más de 20 años,,,,1,Entre 41 y 50 años,Normalista,Cali,I.T.I. San Juan Bosco,"Formar jóvenes polivalentes y honrados, con fuertes valores y emprendedores.",#yosoyelfuturo,•Una comunidad donde se piense un los objetivos comunes.,"• Una sociedad sin valores ni ideales, sin respeto por los demás.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/71.0.3578.141 Safari/534.24 XiaoMi/MiuiBrowser/12.2.6-g",ce6bd27f-5490-4f8f-ab14-7fc721064198,es
58616c4d-90e9-40b1-8675-b1c1a887f19b,47,,50:29.3,50:36.1,12.354.516,94.017.105,78.243.774,0.82944626,0.0814188,,9.601.891,11.965.813,784.323,0.8441521,0.10362393,,124.833.555,12.820.511,7.469.614,0.8110639,0.11102563,,9.117.969,8.205.129,8.830.743,0.4985639,0.71056414,,82.287.035,8.162.393,10.147.366,0.5095933,0.7068632,,7.645.395,12.820.511,10.725.544,0.17135799,0.11102563,,0.44605136,9.955.395,0.9955395,,51.757.812,9.482.422,0.9482422,,1,,,,,1,,,,,Docente,Mujer,De 11 a 20 años,Menos de un año,,,1,,Entre 41 y 50 años,Magister,Medellín,IE Bello Oriente,"prepararnos en las nuevas formas de aprender y enseñar, gestionar los recursos que sean necesarios para que todos estén en iguales condiciones. tener mente abierta para el cambio.",acepto el cambio,"todos tendrán un computador con acceso a internet, además todos tendrán una buena convivencia pues han aprendido a relacionarse y aceptar las diferencias del otro.","no habrá cambiado nada, mismos métodos, mismas relaciones donde no se acepte al otro como es, y excluyendo a las personas que no tienen recursos, o medios de comunicación.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36 Edg/83.0.478.45",49b34141-6b17-4747-b462-87dd0c21acfb,es
ddeb391d-4697-4610-b77b-832890b392f6,48,,44:48.6,44:53.4,10.393.741,4.273.504,4.687.122,0.6823874,0.37008545,,37.109.425,26.068.375,368.222,0.4985639,0.22575215,,3.375.032,32.051.285,341.984,0.50224036,0.2775641,,22.884.312,3.760.683,39.508.854,0.58312273,0.3256752,,3.384.459,3.333.333,32.822.083,0.4948874,0.28866664,,3.326.327,3.376.068,32.976.048,0.4985639,0.29236752,,3.980.416,6.019.584,0.6019584,,4.943.254,5.056.746,0.5056746,,,,,1,,,1,,,,Docente,Hombre,De 3 a 5 años,De 1 a 2 años,,,1,1,Entre 21 y 30 años,Especialista,Medellín,IE Bello Oriente,"Es conveniente que se modifiquen y reinventen lo planteado por el MEN en cuanto a estándares básicos de competencias, así como las formas de evaluación, cambiando el derrotero hacia experiencias que fomenten un aprendizaje significativo en los estudiantes que los motive a participar del colegio, gracias a las metodologías dinámicas que se ofrecen.",#Repensandolaeducación,"Todos los docentes de la geografía nacional responden a las demandas y necesidades que plantean los educandos de la fecha, de esta manera, son capaces de diseñar estrategias y metodologías que conllevan a los estudiantes a educarse al tiempo que experimentan en el colegio aspectos de libertad de pensamiento, expresión y siempre construyendo aprendizajes significativos para la vida.","El sistema educativo actual, continúa siendo el mismo, los espacios de formación docentes siguen siendo muy pocos y el desinterés por muchos docentes por enseñar los lleva a no querer generar cambios en las actividades educativas.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",523847db-ab42-4282-b97c-9bf52b1d4621,es
02c48bad-3a65-4f6a-9996-6da76d14dbe7,49,,41:36.6,41:40.1,4.357.407,9.230.769,33.348.973,0.4948874,0.7993846,,58.122.897,0.42735288,9.376.035,0.93974036,0.00370088,,14.390.725,17.094.017,6.851.527,0.77062273,0.14803419,,7.994.188,10.256.409,9.801.713,0.14929917,0.08882051,,3.384.459,3.333.333,32.822.083,0.4948874,0.28866664,,8.379.746,76.923.065,8.510.234,0.12356388,0.06661538,,66.960.516,9.330.395,0.9330395,,11.087.942,88.912.056,0.8891206,,1,,,,,,,1,,,Docente,Mujer,De 6 a 10 años,De 1 a 2 años,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Benedikta Zur Nieden,Proveer de dispositivos electrónicos y de conectividad a los estudiantes y capacitar a los docentes en educación virtual.,SOMOS EL FUTURO,"Un futuro netamente digital donde los estudiantes van a tener más tiempo para compartir con su familia, los padres van a tener más control del contenido al cual sus hijos acceden, la conectividad va a ser una realidad para todos y tendrán un manejo más apropiado de las tecnologías.",Los estudiantes no van a relacionarse entre sí y van a ser dependientes de los dispositivos y pantallas.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",10929c50-4b35-4dde-a022-619624ce0c58,es
aad3ba33-c110-4d59-b885-e34eaf719c6f,50,,44:23.7,44:29.9,8.385.815,0.42735288,9.118.683,0.91400504,0.00370088,,19.818.457,0,9.801.815,0.9801815,0,,10.674.417,25.641.022,96.368.454,0.97650504,0.022205127,,0.29758272,0.4273529,9.927.507,0.9948874,0.00370088,,1.365.957,98.290.596,0.34344727,0.4948874,0.8511966,,9.582.611,12.820.511,2.891.833,0.035328586,0.011102589,,98.587.944,14.120.566,0.014120566,,4.791.227,5.208.773,0.5208773,,1,,,1,,,,,,,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,,1,,Entre 51 y 60 años,Licenciado,Cali,Colegio Central de Comercio,"las instituciones educativas deben preparar a su cuerpo docente para enfrentar las cambios  asi entregar calidad educativa, los docentes debemos prepararnos en las diferentes competencias para que el proceso enseñanza aprendizaje sea efectivo",#educacionparaunnuevomundo.,"La educación sera a partir de las tics, educación autónoma, critica",La educacion tradicional,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",4e183a6a-7e0a-41ac-b5f5-120ff88058eb,es
aceff74f-836e-4f77-baf5-9d30a26b5b7a,51,,35:44.3,35:47.5,25.652.658,2.692.308,47.424.255,0.608858,0.23315385,,331.093,3.333.333,33.557.373,0.50224036,0.28866664,,3.803.709,26.075.792,3.588.712,0.48925015,0.22581635,,331.093,3.333.333,33.557.373,0.50224036,0.28866664,,33.322.968,32.905.983,33.771.046,0.50224036,0.2849658,,32.314.297,34.188.034,33.497.665,0.50591683,0.29606837,,3.051.362,6.948.638,0.6948638,,57.202.805,4.279.719,0.42797193,,,,,1,,,1,,,,Docente,Mujer,De 6 a 10 años,De 6 a 10 años,,,1,,Entre 41 y 50 años,Especialista,Medellín,IE Enrique Olaya Herrera,por parte del docente mayor disposición a los cambios y por parte del gobierno que haya más inversión en maestrías y doctorados para los docentes.,#elcambioesbueno,Autonomía y pensamiento propósitivo y critico de los estudiantes y docentes.,"Una educación que hace todo por lastima al estudiante, por tal razón los estudiantes carecerán de fortaleza mental y de capacidades para desarrollar habilidades porque los docentes lo harán todo por ellos.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",6a710769-0a31-4f22-9b48-6ffea2feea79,es
0de084c3-b5eb-43b1-b922-b36017fdaceb,52,,52:32.2,52:36.8,123.702.345,12.820.511,8.634.772,0.8698874,0.011102589,,9.441.524,0.42735296,51.574.173,0.053710938,0.00370088,,38.200.877,0,9.617.992,0.96179914,0,,9.588.582,0.42735296,36.868.296,0.039005056,0.00370088,,0.26301757,98.290.596,14.463.867,0.50591683,0.8511966,,9.242.303,0,7.576.976,0.07576976,0,,9.791.227,20.877.323,0.020877322,,0.7838905,9.921.611,0.9921611,,,,1,,,,,1,,,Docente,Mujer,Más de 20 años,De 3 a 5 años,1,1,,,Entre 31 y 40 años,Licenciado,Cali,Colegio La Fontaine,Las instituciones educativas deben fortalecer en estudiantes y docentes el uso de las TIC y en el material necesario para alcanzar los logros en estudiantes.,#hashtagusoTIC,"El ideal para el 2030 es que tendremos a estudiantes y a una sociedad más avanzada en cuanto al uso de la tecnología. Creo que habrá mayor autonomía en la toma de decisiones ,la educación será más práctica.","Creo que el peor escenario para el 2030 es que las personas hayan utilizado la tecnología de una manera inadecuada para otros fines. Que haya más violencia,que las personas olviden su identidad cultural y personal. Pérdida de valores.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",b4bcf33f-d33d-4041-948e-94064f75ff0a,es
cab47b9e-e588-4733-9841-cb84cbb11f0b,170,,03:07.4,03:29.4,33.049.595,34.188.034,3.276.237,0.4985639,0.29606837,,3.326.327,3.376.068,32.976.048,0.4985639,0.29236752,,29.765.907,31.196.579,3.903.751,0.546358,0.2701624,,3.026.239,34.615.387,35.122.223,0.52429914,0.29976922,,32.040.916,35.470.085,32.488.995,0.50224036,0.30717096,,3.427.194,3.247.863,33.249.428,0.4948874,0.28126493,,5.027.713,4.972.287,0.49722868,,50.446.053,49.553.947,0.4955395,,,,,1,,,,1,,,Rector,Hombre,Más de 20 años,De 11 a 20 años,,,1,,Entre 51 y 60 años,Magister,Cali,I.E.T.I. Luz Haydeé Guerrero Molina,Es importante pensar en una educación emocional que le permita a las personas ser capaces de flexibilizar sus acciones y pensamientos en la medida que se impulsa la creatividad y el pensamiento critico para abordar las problemáticas reales de nuestra sociedad.,#unaeducacionparaelmundomoderno,"Un mundo con capacidad creativa, que permita expresar las emociones de forma asertiva para pensar y actuar de forma efectiva.",Un mundo donde las relaciones humanas se centren en las interacciones a traves de medios digitales y que no permitan valorar la vida misma.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",8833d8e2-8cad-4c48-9e0b-6d70413c90ef,es
5a77fcb1-bbaf-407e-a472-71e40f172d1d,53,,00:51.8,00:56.3,1.577.312,46.581.196,5.184.149,0.7513209,0.40339315,,4.724.073,4.700.859,48.058.407,0.5040884,0.040709425,,50.329.166,0,49.670.837,0.49670833,0,,12.469.459,48.717.945,50.035.107,0.74394083,0.4218974,,3.255.549,3.333.333,3.411.118,0.50777847,0.28866664,,5.403.418,45.726.498,0.23931885,0.23102568,0.39599144,,8.433.509,9.156.649,0.9156649,,22.594.094,9.774.059,0.9774059,,,,1,1,,,,,,,Docente,Mujer,Más de 20 años,De 11 a 20 años,,1,,,Entre 41 y 50 años,Magister,Medellín,IE Enrique Olaya Herrera,"Estar abiertas al cambio, innovar en las diferentes formas de aprendizaje teniendo en cuenta el estudiante.",#innovacion y cambio educativo,El mejor futuro es el aprendizaje autónomo de los estudiantes según sus metas a futuro.,Que la educación siga igual que ahora,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; U; Android 9; es-us; Redmi Note 8 Pro Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.2.6-g",f378288c-83e3-4a80-a879-65b4a71b8f9b,es
cc60eb9b-5366-4b2b-8ade-5019a3f58298,54,,37:00.2,31:52.9,34.754.248,9.444.444,20.801.318,0.4930235,0.81788886,,840.436,34.188.004,12.537.601,0.14247002,0.029606836,,8.969.534,1.709.404,8.595.252,0.094499536,0.014803418,,8.855.937,8.589.744,5.246.621,0.4819534,0.74387175,,74.382.715,8.504.273,7.518.994,0.5004036,0.73647004,,9.095.769,2.136.749,6.905.564,0.07973939,0.018504247,,58.167.877,9.418.321,0.9418321,,23.573.797,764.262,0.764262,,1,,,1,,,,,,,Docente,Hombre,De 11 a 20 años,Menos de un año,1,,,,Entre 31 y 40 años,Licenciado,Medellín,IE Álvaro Marín Velasco,"Nos debemos asumir como paradigmas cambiantes, fluidos y en concordancia con lo que los estudiantes requieran... Pensar en ellos como constructores sociales.",Paradigmas sociales,"Docentes conectados con la realidad social y tecnológica, estudiantes autónomos, activos y críticos. Una edu acción desarrollada para la felicidad.",La educación  ontinua siendo la cenicienta de las políticas públicas y los docentes sin visión.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; MHA) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",94f2c578-be33-4c84-bbb2-c430b8b61781,es
39d2f7f4-2b39-4176-89af-6397456383c5,177,,35:19.4,35:22.9,12.472.654,4.102.564,4.650.171,0.6701453,0.35528204,,33.079.296,3.376.068,3.316.002,0.5004036,0.29236752,,39.916.904,20.085.472,39.997.627,0.5004036,0.17394018,,25.835.632,2.905.983,4.510.454,0.59634453,0.2516581,,3.377.867,3.162.393,345.974,0.50409365,0.27386323,,2.812.613,4.145.299,30.420.876,0.5114737,0.35898292,,0.21173954,9.978.826,0.9978826,,3.572.576,6.427.424,0.6427424,,1,,,,,,1,,,,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,,1,,,Entre 31 y 40 años,Licenciado,Medellín,IE Guadalupe,Estar dispuestos siempre al aprendizaje continuo. Aprender cada día de todo lo que hacemos. Ser concientes de que siempre en todo va a haber un cambio y no podemos quedarnos en lo mismo.,#crear para el futuro,La tecnología será una base para el aprendizaje. Todas las herramientas tecnológicas serán un apoyo y serán más dinámicas las prácticas con los chicos.,"La gente estará distanciada, pues solo hablan por redes sociales y el contacto físico será menos. Serán las personas menos expresivas.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; moto g(7) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",1d47187f-0593-468f-bde5-d533b018ebb1,es
5990adda-05d9-4708-b5fb-0fba875525bf,55,,19:48.4,20:11.3,9.951.464,23.931.618,6.611.691,0.7808272,0.2072478,,35.004.295,29.914.522,3.508.118,0.5003844,0.25905976,,1.896.446,8.119.653,7.291.589,0.76975715,0.07031616,,6.418.326,8.119.659,8.546.201,0.89521843,0.07031626,,3.430.492,32.051.285,336.438,0.49669436,0.2775641,,101.667.185,72.649.612,8.256.832,0.8620081,0.06291455,,9.926.985,0.7301473,0.007301473,,9.647.585,35.241.458,0.03524146,,,,1,,,,,1,,,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,1,,,,Entre 41 y 50 años,Licenciado,Turbo,IE 29 de Noviembre,Prepararnos mas en las tics ya que a muchos se nos ha dificultado este cambio,Las tics en nuestro proceso de enseñanza,Que todos los hogares cuente con conectividad al Internet gratis para una mejor formación academica ...el peor futuro que no contemos von toda estas cosas para el estudio de nuestros niños y niñas y padres,Que se pierda la esencia d3 la educación.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J250M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.0 Chrome/79.0.3945.136 Mobile Safari/537.36",bb4f366a-5aa0-48d1-8043-b13bac9a3884,es
756b102d-7d44-48d2-b9b4-8b1af0babbae,171,,00:01.8,00:09.0,6.062.429,61.965.805,31.971.764,0.6295467,0.5366239,,11.739.165,38.461.533,9.497.993,0.9690301,0.033307716,,0.99020505,95.726.494,32.833.006,0.5114655,0.8289915,,0.054459658,54.214.382,45.731.148,0.7291777,0.47000855,,0.003825684,53.418.804,46.577.374,0.7328677,0.46260685,,80.49,6.837.609,12.672.393,0.16091198,0.05921367,,2.943.635,97.056.366,0.97056365,,13.938.844,9.860.612,0.98606116,,1,,,,,1,,,,,Docente,Mujer,Más de 20 años,De 1 a 2 años,,1,,,Entre 51 y 60 años,Licenciado,Cali,I.E. Isaías Duarte Cancino,Formar y preparar  los docentes en el uso de nuevas tecnologías.Dotar las instituciones de herramientas tecnológicas y conectividad para ponerse al día de las nuevas exigencias del mundo actual y comprender que debemos evolucionar,Mente abierta a los cambios del mundo,Un trabajo más grupal y con pleno dominio de las herramientas tecnológicas donde unos apoyan  otros,El individualismo y deseo de pasar por encima de otros para lograr los propósitos,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A207M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",86f6b4b9-5a95-4351-8e54-aa5b388aef9a,es
