start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,CENTRO_EDUCATIVO2,CENTRO_EDUCATIVO3,CENTRO_EDUCATIVO4,texto,hashtag,genera,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,CONSENTIMIENTO,_id,_uuid,_submission_time,_validation_status,_index
2020-06-03T15:06:20.072-05:00,2020-06-03T15:43:14.069-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Jose era un niño triste, dejó de so2nreir cuando lo separaron de su madre, en el jardín las profes empezaron a identificar cambios en su comportamiento, ya no quería jugar con sus amigos, comía poco y su apariencia se empezó a deteriorar. Las profes muy preocupadas le informaron a la psico quién realizó un proceso de observación, citó a su padre y descubrió que algo raro estaba pasando...su madre había sido obligada a marcharse a pesar de amar inmensamente a Jose. La felicidad y bienestar de Jose estaban en juego, así q con la ayuda de entidades protectoras de los derechos de los niños y niñas , lograron reunir nuevamente y Jose y a su madre. Ahora viven felices y seguros en otra ciudad y constantemente nos mandan fotografías en agradecimiento por ayudar a q ambos pudieran sonreir de nuevo.",#juntosporsiempre,Motivación,Única vez,La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,1,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Pensamiento Crítico Resolución de problemas,0,0,1,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102693291,d1d18733-0daf-4677-9a34-e860f7f11c8e,2020-06-03T20:43:14,,47
2020-06-03T11:25:05.127-05:00,2020-06-03T11:29:36.534-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI DAME LA MANO,,,,"Como todos saben, la primera infancia es la etapa donde por deseo natural los niños  y niñas quieren jugar, interactuar y socializar con los demás, recuerdo llegar ese día de  a mi oficina y quedarme observando por la ventana  a un grupo en el patio de juegos, veía como compartían juegos, fantasías, sonrisas, deseos e inquietudes; sin embargo, noté que una niña les decía a las demás “no te juntes con ella”, “no juegues con ella”, las niñas y los niñas  se apartaban de la niña  quien miraba como sin saber que pasaba, en ese momento recordé verla siempre jugar sola. Entonces me dirigí a los niños y niñas  y les indage de porque el rechazo, a lo que la niña en medio de llantos me respondió “pues por mi color de piel, yo soy negra, no me gusta venir acá”. Se preguntarán ¿si entre niños  y niñas hay discriminación?, la respuesta es “Si” y desde la educación inicial, lo más triste es que cuando indague a la agente educativa me respondió “hay no se ella siempre llora para entrar, la mamá dice que no le gusta venir a estudiar, yo siempre la veo sola pero yo no sé” y al escuchar esto yo me preguntaba : ¿por qué la profe no ha hecho nada?, ¿por qué no se ha dado cuenta si ha pasado tanto tiempo, porque no notar  que la  niña no jugaba con los otros  porque estaba siendo rechazada?. Desde ese momento me propuse mantener una actitud más observadora y alerta a las interacciones, no quiero que en ninguno de los niños y niñas se repita esta situación,  que nadie se sienta rechazado, ni marginado, ya sea por su color de piel, condición física, procedencia o religión. Para  ello, le doy orientaciones a las agentes educativas  de mantener una observación  intencionada y dispuesta a las necesidades, intereses de los niños y niñas, abordar la igualdad, la diversidad, además a implementas diversas estrategias, como los juegos de integración, dinámicas grupales, la silla del abrazo, los minutos del corazón, donde ellos puedan interactuar y darse muestras de afecto a través de la expresión de palabras y acciones positivas, de modo que nadie se sienta excluido, otra de las estrategias que integramos es la del “súper héroe”, donde en la  semana cada niño se convierte en un súper héroe, no necesariamente por su buena conducta, sino porque es un ser valioso que es lo que se enfatiza, haciendo que se eleve su autoestima y se sienta valorado.",#solo quería jugar,Tristeza,Única vez,El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,1,0,1,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas,1,0,1,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102658165,92228b77-a7c0-4248-bef4-642ca53824c1,2020-06-03T16:29:42,,28
2020-06-03T13:49:29.710-05:00,2020-06-03T16:02:14.129-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI DAME LA MANO,,,,"El año pasado, se realizó visita a la sede por parte de la secretaría de salud, para emitir el concepto higiénico sanitario. La visita duró dos días, hubo algunos inconvenientes como que al segundo día de la visita no hubo agua en la sede por problemas del acueducto. Sin embargo, y con apoyo de todos los equipos (interdisciplinario, docentes, auxiliares de cuidado y auxiliares de nutrición), se logró que la secretaría de salud, emitiera concepto favorable a la sede y en el servicio de alimentación.",Trabajando en Equipo,Motivación,Única vez,La forma como están organizadas las rutinas diarias El desempeño de los agentes educativos y sus prácticas El trabajo colaborativo entre los agentes educativos ,0,1,0,0,1,0,0,0,0,1,Agentes educativos,,Me confundí y no sabía qué contar,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,1,1,0,Trabajo Colaborativo Manejo de herramientas tecnológicas Vida y Carrera,1,0,0,0,1,0,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102695586,328133ac-d907-4db5-bd5e-1b24508cdf97,2020-06-03T21:02:13,,49
2020-06-03T12:21:17.897-05:00,2020-06-03T12:36:20.731-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI EXPLORADORES DE SUEÑOS MIRANDA,,,,"Realicé un acompañamiento a una familia migrante, lo cual no contaban con una Red de apoyo en la ciudad, se género una carta de solicitud para un cambio de domicilio, la familia de puso feliz, ya que no les daban el permiso por lo de la contingencia.",Creer es poder,Tranquilidad,De vez en cuando,El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,0,0,0,1,Familias y otras personas significativas,Ninguna,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102667514,80e0462a-1a2a-44d2-9a03-43d8d6cf97d2,2020-06-03T17:36:21,,30
2020-06-03T14:28:55.563-05:00,2020-06-03T14:38:17.454-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI FUN SJE AURES,,,,"Un día una niña que constantemente lloraba y decía que quería a su mamá se salió de la sala de desarrollo y sin pensarlo empezó a trepar por la malla de la puerta principal, la agente educativa tenía mucho miedo que se pudiese caer de allí, así que muy nerviosa llamó a la niña por su nombre y le dijo que se bajara, pero la niña no la determinó para nada, así que se le acercó lentamente, le dijo palabras muy bonitas llenas de amor y la niña saltó a los brazos de su profe y se agarró fuertemente, y bajó de la malla, desde aquel día en que la profesora y la niña hablaron, jamás volvió a suceder algo preocupante, de lo contrario, tuvieron una conexión muy bonita y cuando estaban en la sala la niña siempre solía ayudar a su profe y a sus compañeros de la mejor manera",#vínculosdeamor,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación Creatividad e Innovación,1,0,0,1,0,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102684729,89b51699-8667-45bd-a70b-b61d6971295f,2020-06-03T19:38:18,,39
2020-06-03T13:31:46.773-05:00,2020-06-03T13:34:23.574-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI GRANDES TALENTOS,,,,Orientar a las familias para realizar actividades que puedan realizar los niños con alerta y son positivos para su desarrollo,Orgullo,Motivación,Todo el tiempo,La apropiación y uso de herramientas tecnológicas  La vinculación de las familias a las propuestas del centro infantil La disposición intencionada de los espacios y ambientes El trabajo colaborativo entre los agentes educativos ,1,0,1,0,0,1,0,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Resolución de problemas Creatividad e Innovación,0,0,0,1,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102676744,90bdb98f-33f2-4945-9825-e0cf77eaa889,2020-06-03T18:34:25,,31
2020-06-03T13:51:48.352-05:00,2020-06-03T14:01:42.800-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI GRANDES TALENTOS,,,,"Durante la cuarentena la adaptación no ha sido fácil, pero poco a poco todo va fluyendo, como el agua del río a su ritmo. Todavía tenemos la incertidumbre de cómo será retornar a la ""normalidad"" o volver a salir pero cambiados y renovados, con nuevos aprendizajes y llenos de expectativas. Recuerdo que uno de estos días llenos de estrés, no sabía cómo terminar tanta cosa que tenía pendiente, llegué al punto de quedarme como petrificada del miedo de no saber cómo proceder, entonces me quedé en silencio mirando la ventana y mi hija se me acercó y me dijo que era una mamá muy trabajadora y juiciosa, ella me dió un beso y se fue a jugar. Ese fue mi botón de reinicio mi Polo a tierra y la motivación que necesitaba para seguir.",#SíPodemos,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes,0,1,0,0,1,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Pensamiento Crítico Resolución de problemas Creatividad e Innovación Vida y Carrera,0,0,1,1,0,0,1,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,102680368,d949d6c5-3af6-4a34-b924-821821062332,2020-06-03T19:01:44,,34
2020-06-03T16:26:23.297-05:00,2020-06-03T16:32:22.793-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI GRANDES TALENTOS,,,,"En el centro infantil se presentan diversas anécdotas de los niños y niñas que ven la llegada a este como el entrar a un lugar lleno de amor y comprensión,  teniendo niños y niñas que a la hora de la salida en la tarde no se quieren ir para sus casas manifestando llanto al querer quedarse con la agente educativa en el centro infantil, lo cual da muestra de la gran labor que estamos haciendo y del trabajo echo con compromiso, dedicación y amor.",El amor por servir,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas,0,0,0,0,1,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación,1,0,1,1,0,1,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,102698346,4a8e2363-984a-487f-ad4c-33fffe82adc8,2020-06-03T21:32:24,,52
2020-06-03T14:09:59.254-05:00,2020-06-03T14:22:01.127-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HOGARES BAMBI,,,,"Y llegué a este lugar cumpliendo el llamado de mi alma que siempre se ha sabido maestra. Y al llegar me encontré con variados seres humanos, de todos los tipos, colores, maneras de ser y de sentir, seres que veían la educación de diferentes manera y muy pronto comprendí las dinámicas de este lugar: hacer poco, ser parte del grupo, ver el vaso medio vacio, no cruzar las fronteras, mostrar máscaras, no confiar ni contribuír. Qué aburrido y sombrio lugar!! pensé, pero mi corazón que tiene ele sabor del amor se resistió a doblegarse y comenzó a hacer lo único que conoce, a pertenener. Palabras dulces en las mañanas, encuentros disfrazados de compromiso buscando conocer el ser de cada una, regalos sencillos, palabras bondadosas y sin saberlo, todo aquello se fué transformando. Los ajenos se fueros, los muros calleron, las palabras tejieron puentes y la vida del centro infantil, comenzó a cambiar. Nuevos seres habitamos este lugar y estoy segura que así será, todo seguirá poniéndose en orden para cumplir nuestro propósito de amor allí...",#educaresenescenciaamar,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,0,1,0,0,1,Agentes educativos,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102682136,e088920e-948f-445c-ad8a-27501feb41ba,2020-06-03T19:22:06,,36
2020-06-03T14:52:04.383-05:00,2020-06-03T15:09:56.673-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HOGARES BAMBI,,,,"Cuando  la Fundación tenía modalidad internado, una  niña que iniciaba su proceso de recuperación nutricional,  tuvo la visita de su familia, entre los familiares asistió su hermana  de 6 años de edad, quien se sentaba en mi oficina y me contaba historias, un día me dice  por favor no quiero irme para mi casa, déjeme interna aquí…y lloraba cuando se terminaba la hora de la visita, al punto de traer su ropa a escondidas  en un bolso y decirnos “mire yo tengo todo para quedarme”, la niña me miraba con deseos de quedarse y haciendo uso del  juego y dialogo con ella,  me cuenta que su padrastro la maltrataba, eso genero que se activara una ruta y se realizara restablecimiento de sus derechos dentro de la Fundación, la niña queda interna y todos los días iba a mi oficina y me llevaba cartas de amor, que decoraban mi oficina, cuando se reintegra la niña a su familia posterior a un largo proceso legal, en compañía de su madre me trae un corazón de peluche que aun tengo conmigo.  Fin",#saberescucharconelcorazon,Alegría,Única vez,La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes,0,0,1,0,1,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Trabajo Colaborativo Resolución de problemas,1,0,0,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102688818,4ecb4661-a389-434d-a823-6c5d0a26874b,2020-06-03T20:09:57,,43
2020-06-03T15:06:42.042-05:00,2020-06-03T15:17:02.377-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HOGARES BAMBI,,,,"El día transcurria muy tranquilo en la fundación, alrededor de las 10 de la mañana escucho un grito muy fuerte, era mi nombre . No pude esperar me di cuenta de inmediato que era un grito de auxilio, subo corriendo al tercer piso y encuentro a la coordinadora y una agente educativa con un niño que lloraba y su mano tapadita, inmediatamente lo miro y encuentro un accidente muy grave en sus dedos, realizo los primeros auxilios y llamamos a su familia ya que requeria atención en el centro hospitalario. Al llegar la abuela a la Fundación y ver el accidente, muy conmocionada dice que ella no puede llevar al niño. Solicito permiso de inmediato y cargo al niño y me lo llevo para urgencias ya que podia perder sus deditos, estuve con el niño todo el dia, esperando que aparecieran sus padres, al atardecer llegan les explico la situación y una vez más recibo ese Gracias desde el alma que alivia cualquier cansancio. Esta es una de mis historias como nutri enfermera en Bambi",Nutrienfermera,Orgullo,De vez en cuando,La calidad de las interacciones entre los actores El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,1,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102689497,87d631fc-08e4-4c7b-b7f3-7728100f6b02,2020-06-03T20:17:05,,44
2020-06-03T19:16:05.587-05:00,2020-06-03T19:26:44.111-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HUELLITAS DE ANGELES,,,,"En un Centro Infantil muy bonito se atendían a muchos niños y niñas , al principio en muchos se veía angustia pero con el paso de los días y después de descubrir este mundo mágico se adaptaron y cada día disfrutaban y gozaban aprendiendo y jugando pero un día llegó al mundo un virus tenebroso y dañino, enfermando mucha gente y por esto decidieron cerrar todos los centros infantiles y colegios , por este motivo los niños y las niñas no pudieron asistir a este hermoso lugar , después de esto el centro infantil se reinventó y todos los días los niños, las niñas y las familias tenian contacto , esto hacía muy feliz a todos y así día a día luchaban juntos por vencer este virus y volver a ver a todos los amigos ... Fin",#aprendizajeencuarentenado,Orgullo,Única vez,La apropiación y uso de herramientas tecnológicas  La vinculación de las familias a las propuestas del centro infantil La calidad de las interacciones entre los actores,1,0,1,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,0,1,0,Trabajo Colaborativo Sostenibilidad Pensamiento Crítico Resolución de problemas Manejo de herramientas tecnológicas Manejo de la Información y Comunicación Creatividad e Innovación,1,1,1,1,1,1,1,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,102707967,c1ce7ccf-a775-4857-b0da-3583c03be323,2020-06-04T00:26:53,,64
2020-06-03T21:21:24.335-05:00,2020-06-03T21:30:21.431-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HUELLITAS DE ANGELES,,,,"Una situación significa que me marca cada día como agente educativa es ver cómo los niños y niñas que acompañamos en su proceso formativo, van creciendo y se va viendo reflejado en ellos tantos valores y aprendizajes que construyeron en el Centro Infantil.(lo digo porque vivo en el barrio donde está ubicado el Centro Infantil y veo muchos de los niños y niñas que han pasado)",#MiExperienciasignificativa,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños La documentación de las experiencias realizadas en el centro infantil El trabajo colaborativo entre los agentes educativos ,0,1,1,0,1,1,1,1,1,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas Manejo de herramientas tecnológicas Creatividad e Innovación Vida y Carrera,1,0,1,1,1,0,1,1,Potenciar el desarrollo de los niños y las niñas.,,102713976,efef50f3-fb89-4ad4-900f-0c54949958f8,2020-06-04T02:30:22,,1
2020-06-03T18:48:36.934-05:00,2020-06-03T19:02:44.716-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HUELLITAS DE ANGELES,,,,"Más que una historia, es una experiencia vivenciada la cual consistió en que en el centro infantil se construyó un lugar literario muy agradable, allí los niños y niñas participaban activamente de las actividades propuestas, se sentían cómodos y fluía más fácilmente sus percepciones expresadas en sus voces, algo que no pasaba si la actividad era realizada en otro lugar, desde ahí, ese rincón literario se convirtió en el sitio específico y mágico para trabajar con ellos.","""Un rincón mágico""",Motivación,Todo el tiempo,La disposición intencionada de los espacios y ambientes,0,0,0,0,0,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo Manejo de la Información y Comunicación,1,0,0,0,0,1,0,0,Potenciar el desarrollo de los niños y las niñas.,,102706757,8a005f59-9eca-4d74-a343-4a3be53672e5,2020-06-04T00:02:45,,61
2020-06-03T20:25:59.190-05:00,2020-06-03T21:02:07.553-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI HUELLITAS DE ANGELES,,,,"Un niño de 4 años no quería quedarse en el centro infantil lloraba a gritos y demostraba agresividad me acerque y le pregunté su nombre no respondió y me miró airado le dije mi nombre y lo invite a dar una vuelta por el centro infantil empecé a caminar me siguió y me grito su nombre lo mire y dije que te pasa porque estas triste. Como lo sabe, estoy muy solo solo quiere a mi hermanito recién nacido y a mi me saca de casa y me trae aquí. Vaya situación pero tus amigos de la cuadra que hacen, ellos van al colegio, mira tu mamá te trae aquí para que estudies  o o ellos y aprendas muchas cosas que podrás enseñarle a tu hermanito que es pequeño y todavía no puede venir. Me contestó que no había pensado eso y me preguntó si podía hablarme de sus cosas. Claro que sí conteste. Todos los días por una semana conversamos. Llamé a la mamá y le pedí que le diera un regalo en nombre del niño pequeño y para que fueran amigos. Así lo hizo la mamá y el niño se transformó y se volvió contento y participó en el grupo con todos y aceptó la profe. Cuando me veía llegar corría a saludarme y me decía que era un amiga para siempre.",El niño amigo en mi corazón,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,0,1,0,0,1,1,1,0,1,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Resolución de problemas Creatividad e Innovación,0,0,0,1,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102713081,87c88b72-804b-473c-8311-adf312c334f0,2020-06-04T02:02:08,,65
2020-06-03T15:56:59.041-05:00,2020-06-03T16:27:57.747-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI LA PRADERA,,,,"Hace mucho tiempo en un jardín infantil de la fundación Mundo Mejor, existió un súper equipo interdisciplinario que ayudaba y orientaba a muchas personas, pero cierto día se presentó una dificultad con una familia porque estaba vulnerando el derecho de su hija, púes la agente educativa manifestó que los padres no estaban cumpliendo con la documentación correspondiente de la niña. Entonces el súper equipo se reunió con la familia para hablar de la problemática, pero resulta que los padres eran de bajos recursos y durante algunos días no consiguieron dinero  para pagar la cuota del agua en su inquilinato . Finalmente la familia y el súper equipo logró  llegar a acuerdos con la familia y aclararles cuando estamos vulnerando el derecho de nuestros niños y niñas.",El súper equipo,Impotencia ,Única vez,La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil El trabajo colaborativo entre los agentes educativos ,0,1,1,0,0,0,0,0,0,1,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar.",0,0,1,1,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102698041,24c4b383-f462-4d18-a33e-b45f83c0db55,2020-06-03T21:27:57,,51
2020-06-03T17:08:58.592-05:00,2020-06-03T17:33:02.425-05:00,2020-06-02,Sí,2020-06-03,Antioquia,,CI LA PRADERA,,,,"Como docente educativa, me ha marcado muchisimo un dia que estaba con mis bebes realizando una experiencia de actividad fisica y todos estabamos muy felices, en un momento determinado uno de mis bebes se me acerco y me abrazo demasiado fuerte en la pierna, yo me asuste porque no fue un abrazo normal, estaba pegadito a mi pierna, asustado y me miraba aterrado, yo me agache a preguntarle que le pasaba y de inmediato se orino y se desmayo, inmediatamente comenzo a convulsionar y comenzo a tener un ataque epilectico, en ese momento se le prestaron los primeros auxilios, y se llevo de inmediato al hospital indicado en compañia de la familia, me dejo muy marcada la busqueda de proteccion que el niño tuvo al aferrarse a mi de esa manera y eso me partio el corazon, los bebes son vulnerables y dependen del amor y del cuidado que le podamos ofrecer como agentes educativas y personas encargadas de su cuidado.",Mi profe me cuida...,Tristeza,Única vez,El desempeño de los agentes educativos y sus prácticas El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,0,0,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102702197,a54e74a2-90e2-430e-ad3e-842215c262e9,2020-06-03T22:33:01,,58
